"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","26375","73","1","1.10","1.4","2023-05-16T16:42:00","120","2023/05/16","16:42:00","-15.800987780094147","35.022540329024196","0.4","15","30","66","27","-13392","6872","-21044","14","150","144.36","112.56","31.80","28.43","45.0","15.34","89884","27.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","887630","762272","932552","0.000000","0.000000","0.000000","814140","922865","762574","0.000000","0.000000","0.000000","910926","927097","815966","0.000000","0.000000","0.000000","891656","943370","864670","0.000000","0.000000","0.000000","747763","857593","948479","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","26376","73","1","1.10","1.4","2023-05-16T16:42:30","120","2023/05/16","16:42:30","-15.800960421562195","35.022124998271465","1.7","15","30","66","27","-21876","5200","-12164","14","150","149.45","117.50","31.94","28.53","45.8","15.70","89888","28.31","DUALSPOT-UV-BLUE-GREEN-RED-IR","858569","741128","908237","0.000000","0.000000","0.000000","811056","922865","763454","0.000000","0.000000","0.000000","905541","924457","814426","0.000000","0.000000","0.000000","889570","943486","865424","0.000000","0.000000","0.000000","749203","860695","952378","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","26377","73","1","1.10","1.4","2023-05-16T16:43:00","120","2023/05/16","16:43:00","-15.800948202610016","35.02197999507189","1.6","15","30","66","27","-21144","6447","-12836","14","150","149.32","117.96","31.36","28.61","46.1","15.89","89872","28.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","849217","735283","901921","0.000000","0.000000","0.000000","810441","924012","764840","0.000000","0.000000","0.000000","904624","925027","815258","0.000000","0.000000","0.000000","885564","940393","862833","0.000000","0.000000","0.000000","749261","861428","953408","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","26378","73","1","1.10","1.4","2023-05-16T16:43:30","120","2023/05/16","16:43:30","-15.800761044025421","35.02138182707131","2.5","15","30","66","27","-21880","5076","-12028","14","150","149.76","117.75","32.01","28.71","46.3","16.04","89880","28.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","844741","734743","902590","0.000000","0.000000","0.000000","804178","919685","762037","0.000000","0.000000","0.000000","902085","924710","815569","0.000000","0.000000","0.000000","885801","942366","865143","0.000000","0.000000","0.000000","748213","861211","953504","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","26379","73","1","1.10","1.4","2023-05-16T16:44:00","120","2023/05/16","16:44:00","-15.800479173660278","35.0206863284111","3.2","15","30","66","27","-21552","5892","-12320","14","150","150.03","118.26","31.77","28.82","46.4","16.16","89884","29.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","842906","734619","903106","0.000000","0.000000","0.000000","803585","920347","762895","0.000000","0.000000","0.000000","900325","923951","815176","0.000000","0.000000","0.000000","884387","941711","864729","0.000000","0.000000","0.000000","746473","859766","952064","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","26380","73","1","1.10","1.4","2023-05-16T16:44:30","120","2023/05/16","16:44:30","-15.800102412700653","35.02020532824099","2.8","15","30","64","27","-22576","2160","-12364","14","150","149.57","117.90","31.67","28.90","46.4","16.25","89900","29.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","835483","731506","900656","0.000000","0.000000","0.000000","799245","918583","762275","0.000000","0.000000","0.000000","895537","921709","813950","0.000000","0.000000","0.000000","881555","940889","864602","0.000000","0.000000","0.000000","748582","863506","956657","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","26381","73","1","1.10","1.4","2023-05-16T16:45:00","120","2023/05/16","16:45:00","-15.800063252449036","35.020238161087036","0.6","15","30","64","27","-22215","3773","-12219","14","150","150.16","118.06","32.10","29.01","46.3","16.33","89908","29.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","839332","736120","906876","0.254540","0.063550","0.000000","796828","916902","761149","0.172739","0.039440","0.000000","897223","924336","816469","0.139570","0.029468","0.000000","878271","938115","862199","0.107878","0.022268","0.000000","746079","861062","954123","0.073383","0.016973","0.000000","12663","11627","12663","10846","9107","10846","9815","7621","9815","9167","6959","9167","8683","7386","8683",""
"MA200-0416","26382","73","1","1.10","1.4","2023-05-16T16:45:30","120","2023/05/16","16:45:30","-15.800052464008331","35.02012499794364","0.7","15","30","64","26","-21888","4596","-12272","14","150","149.67","117.50","32.17","29.12","46.2","16.40","89908","29.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","831626","731451","901943","0.484017","0.118619","0.000000","797291","919337","763659","0.332146","0.075864","0.000000","892326","920880","813836","0.264149","0.055909","0.000000","878505","939675","863947","0.202494","0.038433","0.000000","741981","857129","950028","0.141822","0.031938","0.000000","11470","10055","11470","10057","8394","10057","8802","6824","8802","8078","5041","8078","8136","6499","8136",""
"MA200-0416","26383","73","1","1.10","1.4","2023-05-16T16:46:00","120","2023/05/16","16:46:00","-15.80010586977005","35.01987566240132","1.1","15","30","64","27","-21491","6041","-12166","14","150","149.99","118.15","31.84","29.21","46.2","16.46","89916","29.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","834432","735957","908403","0.975268","0.244457","0.000000","794365","917865","762961","0.696891","0.165039","0.000000","894224","924460","817439","0.566935","0.127870","0.000000","876107","938385","863100","0.442504","0.094121","0.000000","744339","860631","954216","0.305204","0.071223","0.000000","24421","23216","24421","22886","20764","22886","21276","18766","21276","20380","17549","20380","19317","17237","19317",""
"MA200-0416","26384","73","1","1.10","1.4","2023-05-16T16:46:30","120","2023/05/16","16:46:30","-15.800576090812683","35.01970866136253","2.7","15","30","64","27","-22180","5060","-11324","14","150","149.83","117.78","32.05","29.31","46.0","16.50","89924","29.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","829361","733036","905396","1.254207","0.313346","0.000000","791473","915937","761709","0.894904","0.211238","0.000000","890130","921379","814991","0.729274","0.162780","0.000000","878359","941709","866391","0.569808","0.120718","0.000000","740954","857312","950694","0.392227","0.090706","0.000000","13910","12625","13910","12463","10686","12463","11443","9043","11443","10843","8325","10843","10321","8492","10321",""
