"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","24497","66","1","1.10","1.4","2023-05-13T08:59:00","120","2023/05/13","08:59:00","-15.795615792274475","35.00276599940844","0.0","12","30","66","91","564","24164","-5680","1","150","149.80","118.24","31.56","26.07","54.3","16.13","90664","26.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","869571","746903","915797","0.000000","0.000000","0.000000","816497","923369","765157","0.000000","0.000000","0.000000","912075","925817","816999","0.000000","0.000000","0.000000","893129","942220","866470","0.000000","0.000000","0.000000","755464","865473","955692","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24498","66","1","1.10","1.4","2023-05-13T08:59:30","120","2023/05/13","08:59:30","-15.795652389526367","35.00278233294375","0.5","12","30","66","91","308","23960","-6532","1","150","149.73","117.84","31.89","26.16","54.4","16.24","90668","26.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","858579","738059","905277","0.000000","0.000000","0.000000","812792","919535","762182","0.000000","0.000000","0.000000","909946","923935","815526","0.000000","0.000000","0.000000","889805","938949","863589","0.000000","0.000000","0.000000","752884","862836","952890","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24499","66","1","1.10","1.4","2023-05-13T09:00:00","120","2023/05/13","09:00:00","-15.795670330524445","35.00277233286761","0.0","12","30","66","91","128","24024","-6468","1","150","150.28","118.17","32.11","26.25","54.4","16.33","90672","26.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","861034","740702","908734","0.000000","0.000000","0.000000","814472","921818","764194","0.000000","0.000000","0.000000","906794","921069","813057","0.000000","0.000000","0.000000","892582","942118","866603","0.000000","0.000000","0.000000","754983","865490","955923","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24500","66","1","1.10","1.4","2023-05-13T09:00:30","120","2023/05/13","09:00:30","-15.795938611030579","35.00286683323793","0.2","12","30","66","90","452","24240","-5016","1","150","150.56","118.29","32.27","26.34","54.5","16.42","90676","26.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","860712","740899","909197","0.000000","0.000000","0.000000","814592","922316","764639","0.000000","0.000000","0.000000","910676","925264","816818","0.000000","0.000000","0.000000","890799","940480","865084","0.000000","0.000000","0.000000","753484","863927","954240","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24501","66","1","1.10","1.4","2023-05-13T09:01:00","120","2023/05/13","09:01:00","-15.796073496341705","35.00308783305809","1.3","12","30","66","90","-2388","24007","-4857","1","150","149.80","117.58","32.22","26.45","54.4","16.49","90696","26.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","860450","741206","909772","0.000000","0.000000","0.000000","814402","922497","764874","0.000000","0.000000","0.000000","911459","926387","817819","0.000000","0.000000","0.000000","891400","941342","865863","0.000000","0.000000","0.000000","753350","863981","954333","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24502","66","1","1.10","1.4","2023-05-13T09:01:30","120","2023/05/13","09:01:30","-15.795964896678925","35.003590166335925","4.8","12","30","64","90","-1572","24396","-3820","1","150","149.61","117.35","32.26","26.53","54.1","16.49","90732","26.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","860121","741553","910450","0.000000","0.000000","0.000000","814933","923552","765875","0.000000","0.000000","0.000000","911288","926585","818100","0.000000","0.000000","0.000000","885430","935360","860404","0.000000","0.000000","0.000000","753584","864463","954951","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","24503","66","1","1.10","1.4","2023-05-13T09:02:00","120","2023/05/13","09:02:00","-15.795665502548218","35.00417916616425","5.9","12","30","64","90","2500","23432","-8280","1","150","149.90","117.30","32.59","26.64","53.8","16.52","90792","27.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","850756","734832","902745","0.226113","0.056301","0.000000","807826","916733","760538","0.161564","0.039863","0.000000","908962","925278","817196","0.131893","0.030481","0.000000","883862","934582","859886","0.105106","0.022673","0.000000","752063","863324","953880","0.079618","0.019069","0.000000","11321","10146","11321","10210","9067","10210","9334","7764","9334","8989","6979","8989","9481","8173","9481",""
"MA200-0416","24504","66","1","1.10","1.4","2023-05-13T09:02:30","120","2023/05/13","09:02:30","-15.792724013328552","35.0041814991273","13.3","12","30","64","90","1688","23316","-5256","1","150","149.51","117.82","31.69","26.72","53.5","16.50","90804","27.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","852125","737814","907172","0.532300","0.134674","0.000000","808272","918787","762689","0.375491","0.094427","0.000000","904928","922426","815066","0.304227","0.073021","0.000000","887640","939562","864797","0.238621","0.054067","0.000000","749155","860672","951165","0.177972","0.043029","0.000000","15264","14528","15264","13460","12766","13460","12143","11146","12143","11369","9940","11369","11661","10563","11661",""
"MA200-0416","24505","66","1","1.10","1.4","2023-05-13T09:03:00","120","2023/05/13","09:03:00","-15.79035073518753","35.004399665631354","9.3","12","30","64","90","2856","24388","-5004","1","150","150.05","118.07","31.98","26.83","53.1","16.47","90640","27.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","851357","739742","910574","0.967894","0.240240","0.000000","807432","920251","764564","0.699811","0.174850","0.000000","903459","922970","816105","0.572216","0.137406","0.000000","886661","940210","865869","0.453007","0.104397","0.000000","748363","860845","951740","0.332117","0.077697","0.000000","21668","19391","21668","20362","18645","20362","18843","16717","18843","18216","15791","18216","18237","15145","18237",""
"MA200-0416","24506","66","1","1.10","1.4","2023-05-13T09:03:30","120","2023/05/13","09:03:30","-15.788581132888794","35.00419799936935","11.6","12","30","64","90","-973","23673","-5353","1","150","149.33","117.94","31.39","26.92","52.7","16.42","90648","27.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","841535","733297","903452","1.426491","0.351867","0.000000","800725","914646","760457","1.056426","0.260419","0.000000","901463","922708","816355","0.878066","0.209254","0.000000","885085","940065","866136","0.706762","0.163048","0.000000","746991","860323","951530","0.520872","0.122673","0.000000","22838","20889","22838","22415","20210","22415","21530","19005","21530","21586","18747","21586","22357","20017","22357",""
"MA200-0416","24507","66","1","1.10","1.4","2023-05-13T09:04:00","120","2023/05/13","09:04:00","-15.788021862506866","35.00184366654139","5.8","12","30","64","90","1872","24040","-5564","1","150","149.45","118.18","31.27","26.99","52.3","16.39","90780","27.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","843005","735156","905960","1.522841","0.375755","0.000000","801092","915538","761288","1.115959","0.272573","0.000000","901998","923632","817240","0.925129","0.216513","0.000000","880186","935174","861665","0.741535","0.167113","0.000000","747547","861167","952512","0.550666","0.127960","0.000000","4788","4487","4788","3734","2881","3734","3306","1927","3306","2952","1304","2952","3521","2362","3521",""
"MA200-0416","24508","66","1","1.10","1.4","2023-05-13T09:04:30","120","2023/05/13","09:04:30","-15.787359058856964","35.00088199984748","6.0","13","30","64","90","1872","24480","-4828","1","150","149.39","117.74","31.65","27.07","52.0","16.38","90704","27.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","842331","735360","906470","1.669440","0.408794","0.000000","801117","916267","762049","1.216948","0.293720","0.000000","900856","923034","816860","1.007861","0.232416","0.000000","879676","935115","861696","0.807023","0.177783","0.000000","746883","860741","952148","0.601451","0.138401","0.000000","7313","6132","7313","6358","4953","6358","5833","4172","5833","5580","3382","5580","6025","4609","6025",""
"MA200-0416","24509","66","1","1.10","1.4","2023-05-13T09:05:00","120","2023/05/13","09:05:00","-15.786581635475159","35.00031433333061","6.1","13","30","64","89","-1588","24192","-5184","1","150","149.09","119.25","29.83","27.14","51.8","16.38","90696","27.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","840031","734156","905337","1.817987","0.444746","0.000000","799571","915220","761343","1.324713","0.318349","0.000000","899552","922331","816343","1.095950","0.250440","0.000000","878217","934088","860840","0.876736","0.189632","0.000000","745557","859547","950943","0.655628","0.147976","0.000000","7316","7077","7316","6699","6119","6699","6132","5015","6132","5865","3984","5865","6346","4483","6346",""
