"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0420","42779","71","1","1.10","1.6","2023-07-14T08:55:00","120","2023/07/14","08:55:00","-15.795638501644135","35.00273733283393","0.1","13","300","66","12","-328","-27136","-1236","11","150","150.08","117.34","32.74","17.08","68.2","11.17","90988","17.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","816117","709028","903124","0.000000","0.000000","0.000000","910138","902795","831016","0.000000","0.000000","0.000000","901353","891722","839482","0.000000","0.000000","0.000000","905860","883624","887639","0.000000","0.000000","0.000000","794587","907014","966231","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up-DualSpot on"
"MA200-0420","42780","71","1","1.10","1.6","2023-07-14T09:00:00","120","2023/07/14","09:00:00","-15.79551774263382","35.002849999815226","0.2","13","300","64","13","-308","-27250","-1291","11","150","150.21","117.24","32.98","17.84","66.8","11.59","90988","19.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","815714","711251","907639","0.000000","0.000000","0.000000","912353","907295","836070","0.000000","0.000000","0.000000","901406","893777","842201","0.000000","0.000000","0.000000","906437","885797","890574","0.000000","0.000000","0.000000","793866","907781","967536","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","DualSpot on"
"MA200-0420","42781","71","1","1.10","1.6","2023-07-14T09:05:00","120","2023/07/14","09:05:00","-15.795696496963501","35.00267949979752","0.0","13","300","64","13","-384","-27136","-1516","11","150","149.69","117.26","32.43","18.59","65.7","12.05","90984","19.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","810669","708325","904869","0.309072","0.106500","0.000000","916090","912182","840949","0.173515","0.051301","0.000000","890886","884260","833593","0.145030","0.042086","0.000000","901105","881306","886454","0.120896","0.040865","0.000000","793359","908038","968046","0.116785","0.021348","0.000000","1548","1928","1548","1096","1172","1096","1026","1077","1026","1034","1264","1034","1391","919","1391","DualSpot on"
"MA200-0420","42782","71","1","1.10","1.6","2023-07-14T09:10:00","120","2023/07/14","09:10:00","-15.795658349990845","35.00265033310279","0.2","13","300","64","13","-383","-27266","-1275","11","150","149.35","116.60","32.75","19.42","65.2","12.72","90984","20.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","810756","709735","907509","0.592096","0.201526","0.000000","910744","907843","837316","0.325811","0.091421","0.000000","890270","884514","834052","0.269615","0.067961","0.000000","899419","880302","885712","0.223463","0.069033","0.000000","790417","905546","965472","0.224321","0.031781","0.000000","1425","1704","1425","968","908","968","887","655","887","882","862","882","1288","444","1288","DualSpot on"
"MA200-0420","42783","71","1","1.10","1.6","2023-07-14T09:15:00","120","2023/07/14","09:15:00","-15.795666575431824","35.00270383292809","0.1","13","300","64","13","-300","-27200","-1245","11","150","150.27","117.01","33.26","20.11","62.9","12.82","90996","21.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","810276","711347","911062","1.039285","0.360017","0.000000","911581","910150","840533","0.617999","0.221723","0.000000","889271","884720","835124","0.505018","0.172430","0.000000","901829","883570","889709","0.412684","0.156227","0.000000","789366","905289","965623","0.372396","0.073708","0.000000","2244","2798","2244","1851","2904","1851","1670","2607","1670","1622","2630","1622","1767","1760","1767","DualSpot on"
"MA200-0420","42784","71","1","1.10","1.6","2023-07-14T09:20:00","120","2023/07/14","09:20:00","-15.795625030994415","35.00272183283232","0.0","13","300","64","13","-275","-27266","-1308","11","150","149.76","117.02","32.73","20.57","61.2","12.83","91004","21.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","805458","709494","910019","1.525644","0.507850","0.000000","908306","908795","840381","0.958264","0.353807","0.000000","884771","881741","833183","0.784737","0.279968","0.000000","897217","880237","887166","0.634062","0.244686","0.000000","789170","906031","966760","0.514034","0.111060","0.000000","2441","2652","2441","2155","2991","2155","1984","2727","1984","1897","2711","1897","1690","1593","1690","DualSpot on"
"MA200-0420","42785","71","1","1.10","1.6","2023-07-14T09:25:00","120","2023/07/14","09:25:00","-15.795700192451477","35.00271766632795","0.0","13","300","64","13","-337","-27250","-1320","11","150","149.63","117.30","32.33","21.03","60.1","12.98","91000","22.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","800028","706063","906401","1.803452","0.593925","0.000000","903048","904615","837172","1.158297","0.434923","0.000000","880289","878133","830318","0.947344","0.343728","0.000000","900259","883862","891300","0.763827","0.298345","0.000000","784722","901546","962153","0.605157","0.130142","0.000000","1391","1563","1391","1264","1860","1264","1150","1637","1150","1109","1665","1109","1085","824","1085","DualSpot on"
"MA200-0420","42786","71","1","1.10","1.6","2023-07-14T09:30:00","120","2023/07/14","09:30:00","-15.795666873455048","35.002726999577135","0.0","14","300","64","14","-283","-27183","-1816","11","150","149.89","117.10","32.79","21.42","58.7","13.00","91012","22.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","797112","705591","907034","2.235756","0.731031","0.000000","900813","904146","837762","1.474589","0.553643","0.000000","882722","882069","834855","1.213735","0.441175","0.000000","896033","880902","889070","0.981032","0.381106","0.000000","785458","903395","964519","0.752891","0.171053","0.000000","2168","2456","2168","2002","2684","2002","1888","2467","1888","1860","2532","1860","1762","1743","1762","DualSpot on"
"MA200-0420","42787","71","1","1.10","1.6","2023-07-14T09:35:00","120","2023/07/14","09:35:00","-15.795670330524445","35.00271449959837","0.1","14","300","64","14","-340","-26916","-1680","11","150","149.47","117.07","32.40","21.62","56.9","12.71","91012","22.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","796047","705921","908088","2.488630","0.802051","0.000000","900326","904517","838707","1.645964","0.628196","0.000000","877049","877055","830590","1.347977","0.498813","0.000000","890520","875996","884509","1.084464","0.427063","0.000000","785253","903504","964789","0.809118","0.184468","0.000000","1268","1287","1268","1085","1706","1085","951","1477","951","886","1423","886","670","578","670","DualSpot on"
"MA200-0420","42788","71","1","1.10","1.6","2023-07-14T09:40:00","120","2023/07/14","09:40:00","-15.79563820362091","35.002762666437775","0.1","12","300","64","15","-216","-26775","-1995","11","150","150.15","117.22","32.93","21.84","56.4","12.77","91020","22.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","790898","702307","903822","2.668439","0.843757","0.000000","895011","899899","834717","1.762122","0.662082","0.000000","878383","878958","832573","1.437479","0.522470","0.000000","890646","876548","885249","1.151186","0.446660","0.000000","785059","903633","964949","0.845783","0.185805","0.000000","900","743","900","734","762","734","633","596","633","571","597","571","436","56","436","DualSpot on"
"MA200-0420","42789","71","1","1.10","1.6","2023-07-14T09:45:00","120","2023/07/14","09:45:00","-15.7957102060318","35.002758332993835","0.3","12","300","64","16","-348","-27147","-1368","11","150","150.15","117.10","33.05","22.03","55.6","12.74","91024","23.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","794001","706314","909455","2.896411","0.894653","0.000000","899534","905405","840181","1.909488","0.705045","0.000000","876064","877382","831333","1.551187","0.552946","0.000000","896907","883238","892181","1.234442","0.467079","0.000000","783395","902092","963286","0.890981","0.186544","0.000000","1143","904","1143","932","963","932","806","765","806","713","619","713","539","31","539","DualSpot on"
"MA200-0420","42790","71","1","1.10","1.6","2023-07-14T09:50:00","120","2023/07/14","09:50:00","-15.79566216468811","35.0026803330984","0.1","12","300","64","16","-176","-26646","-1500","11","150","150.21","116.98","33.23","22.20","54.7","12.63","91028","23.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","791403","704985","908156","3.085049","0.943464","-0.047727","896742","903342","838629","2.032304","0.747859","0.000000","879397","881294","835308","1.647478","0.584423","0.000000","894241","881009","890146","1.305103","0.489105","0.000000","786104","905551","966987","0.929908","0.189204","0.000000","947","862","825","778","955","778","683","786","683","606","665","606","464","111","464","DualSpot on"
"MA200-0420","42791","71","1","1.10","1.6","2023-07-14T09:55:00","120","2023/07/14","09:55:00","-15.795607924461365","35.0027394995559","0.1","11","300","64","17","-564","-26916","-1164","11","150","149.95","117.10","32.85","22.39","53.9","12.61","91028","23.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","790816","705161","908662","3.215308","0.973409","-0.108661","897859","905003","840374","2.119881","0.775509","0.000000","873637","875897","830329","1.710552","0.601047","0.000000","894275","881364","890575","1.349443","0.500716","0.000000","785745","905358","966766","0.951538","0.185346","0.000000","653","535","484","554","623","554","447","420","447","379","354","379","258","-164","258","DualSpot on"
"MA200-0420","42792","71","1","1.10","1.6","2023-07-14T10:00:00","120","2023/07/14","10:00:00","-15.795664966106415","35.002657833043486","0.2","12","300","64","18","-196","-27140","-1092","11","150","150.02","116.94","33.07","22.47","53.2","12.46","91016","23.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","790353","705402","909143","3.327124","0.992265","-0.407199","896800","904425","840110","2.205330","0.804483","0.000000","872995","875659","830246","1.771974","0.617939","0.000000","894763","882128","891496","1.393610","0.512557","0.000000","785465","905218","966596","0.967952","0.182788","0.000000","561","334","238","541","649","541","436","424","436","378","359","378","196","-108","196","DualSpot on"
"MA200-0420","42793","71","1","1.10","1.6","2023-07-14T10:05:00","120","2023/07/14","10:05:00","-15.795711815357208","35.00278199953027","0.0","12","300","64","19","-392","-27168","-1360","11","150","149.38","116.86","32.51","22.71","52.9","12.62","91016","23.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","784310","702003","905778","3.706998","1.099161","0.004314","890313","899830","836509","2.492029","0.884276","0.000000","872833","877126","832237","2.015811","0.684595","0.000000","894528","883210","893080","1.590788","0.567457","0.000000","785014","905721","967430","1.103839","0.212081","0.000000","1909","1931","1940","1818","1819","1818","1732","1702","1732","1692","1694","1692","1624","1258","1624","DualSpot on"
"MA200-0420","42794","71","1","1.10","1.6","2023-07-14T10:10:00","120","2023/07/14","10:10:00","-15.79568499326706","35.00272783287801","0.1","12","300","64","20","-308","-27528","-1344","11","150","149.95","116.74","33.21","22.93","52.0","12.55","91016","24.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","786763","705438","910713","3.955125","1.162904","-0.040183","893970","904610","841427","2.677137","0.940376","0.000000","869862","875024","830545","2.167970","0.726425","0.000000","891827","881254","891353","1.710635","0.600211","0.000000","782265","903080","964755","1.184845","0.228152","0.000000","1248","1127","1077","1175","1252","1175","1082","1045","1082","1029","989","1029","969","676","969","DualSpot on"
"MA200-0420","42795","71","1","1.10","1.6","2023-07-14T10:15:00","120","2023/07/14","10:15:00","-15.795779943466187","35.00275033316575","0.1","11","300","64","20","-304","-27156","-1468","11","150","150.62","117.03","33.60","23.09","51.6","12.58","91012","24.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","781645","702030","906810","4.173983","1.211177","-0.116136","888840","900469","837897","2.833706","0.979680","0.000000","871108","877143","832808","2.294540","0.753515","0.000000","887985","878133","888373","1.807352","0.618407","0.000000","783799","905344","967212","1.246370","0.232635","0.000000","1098","843","739","991","867","991","897","669","897","829","543","829","734","186","734","DualSpot on"
