"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","23440","65","1","1.10","1.4","2023-05-12T08:37:30","120","2023/05/12","08:37:30","0","0","0.0","6","30","66","92","-25216","-564","-3952","13","150","149.68","115.12","34.56","22.08","58.4","13.53","90548","21.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","862425","742489","909019","0.000000","0.000000","0.000000","810191","923990","764535","0.000000","0.000000","0.000000","902619","923395","814263","0.000000","0.000000","0.000000","882303","937847","861854","0.000000","0.000000","0.000000","750479","860644","949873","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","23441","65","1","1.10","1.4","2023-05-12T08:38:00","120","2023/05/12","08:38:00","0","0","0.0","6","30","66","92","-25172","560","-3892","13","150","149.93","115.80","34.12","22.23","59.4","13.93","90536","21.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","862439","743479","910720","0.000000","0.000000","0.000000","810112","924531","765194","0.000000","0.000000","0.000000","905771","927131","817691","0.000000","0.000000","0.000000","882872","938809","862850","0.000000","0.000000","0.000000","750325","860875","950117","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","23442","65","1","1.10","1.4","2023-05-12T08:38:30","120","2023/05/12","08:38:30","0","0","0.0","6","30","66","92","-25084","479","-4204","13","150","149.53","115.23","34.30","22.37","59.9","14.21","90552","22.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","859559","741992","909265","0.000000","0.000000","0.000000","808450","923308","764283","0.000000","0.000000","0.000000","902039","923845","814835","0.000000","0.000000","0.000000","886840","943473","867162","0.000000","0.000000","0.000000","752446","863584","953105","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","23443","65","1","1.10","1.4","2023-05-12T08:39:00","120","2023/05/12","08:39:00","0","0","0.0","8","30","66","91","-25092","296","-4050","13","150","149.42","115.58","33.84","22.50","60.1","14.38","90544","22.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","859787","743179","911153","0.000000","0.000000","0.000000","803912","918787","760732","0.000000","0.000000","0.000000","901246","923535","814695","0.000000","0.000000","0.000000","881178","937821","862041","0.000000","0.000000","0.000000","752653","864115","953752","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","23444","65","1","1.10","1.4","2023-05-12T08:39:30","120","2023/05/12","08:39:30","0","0","0.0","8","30","66","91","-25065","330","-4134","13","150","149.70","116.31","33.39","22.63","60.1","14.50","90544","22.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","856425","741212","909184","0.000000","0.000000","0.000000","807761","923799","765044","0.000000","0.000000","0.000000","904059","926906","817786","0.000000","0.000000","0.000000","879686","936600","860986","0.000000","0.000000","0.000000","750266","861614","951081","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","23445","65","1","1.10","1.4","2023-05-12T08:40:00","120","2023/05/12","08:40:00","0","0","0.0","8","30","64","91","-25008","424","-4156","13","150","149.66","116.34","33.32","22.76","60.1","14.61","90548","22.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","853454","739563","907597","0.000000","0.000000","0.000000","805605","921973","763687","0.000000","0.000000","0.000000","901042","924274","815604","0.000000","0.000000","0.000000","882958","940493","864643","0.000000","0.000000","0.000000","752222","864088","953915","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","23446","65","1","1.10","1.4","2023-05-12T08:40:30","120","2023/05/12","08:40:30","-15.795661568641663","35.00289999996312","0.0","8","30","64","91","-25008","496","-4372","13","150","150.24","116.28","33.95","22.88","60.1","14.74","90552","23.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","851945","739210","907595","0.177076","0.045150","0.000000","805192","922156","764038","0.094604","0.021976","0.000000","899175","922879","814486","0.070780","0.014233","0.000000","883248","941194","865351","0.051242","0.008379","0.000000","750863","862791","952531","0.035636","0.006896","0.000000","8944","7810","8944","6031","4798","6031","5053","3480","5053","4421","2476","4421","4281","2837","4281",""
"MA200-0416","23447","65","1","1.10","1.4","2023-05-12T08:41:00","120","2023/05/12","08:41:00","-15.795648217201233","35.00287833320908","0.0","8","30","64","90","-25168","448","-4172","13","150","149.23","116.53","32.70","23.00","60.1","14.83","90556","23.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","845454","734502","902193","0.345730","0.089166","0.000000","800286","917184","760084","0.186270","0.044340","0.000000","900173","924384","815931","0.137955","0.029021","0.000000","878276","936240","860875","0.099670","0.017619","0.000000","751696","863936","953890","0.070419","0.014516","0.000000","8500","7905","8500","5831","5069","5831","4785","3754","4785","4169","2834","4169","4169","3255","4169",""
"MA200-0416","23448","65","1","1.10","1.4","2023-05-12T08:41:30","120","2023/05/12","08:41:30","-15.795641601085663","35.00288933282718","0.0","8","30","64","91","-25152","400","-3912","13","150","150.03","116.03","34.00","23.13","59.9","14.91","90556","23.31","DUALSPOT-UV-BLUE-GREEN-RED-IR","850602","739875","909221","0.514706","0.134977","0.000000","803537","921572","763893","0.278759","0.066173","0.000000","898213","922874","814712","0.205540","0.043129","0.000000","877912","936248","860951","0.148683","0.025522","0.000000","750250","862543","952388","0.105852","0.022070","0.000000","8553","7914","8553","5909","4760","5909","4835","3445","4835","4237","2332","4237","4265","3103","4265",""
"MA200-0416","23449","65","1","1.10","1.4","2023-05-12T08:42:00","120","2023/05/12","08:42:00","-15.795654356479645","35.00289516639896","0.0","8","30","64","90","-24988","435","-4644","13","150","149.76","115.87","33.89","23.23","59.8","14.97","90556","23.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","839421","731079","898806","0.684874","0.179605","0.000000","800944","919209","762131","0.373744","0.090175","0.000000","899718","924930","816645","0.276083","0.057816","0.000000","880261","939147","863713","0.198745","0.034171","0.000000","751340","864034","954115","0.141162","0.030362","0.000000","8625","7734","8625","6077","5249","6077","5054","3597","5054","4334","2560","4334","4257","3417","4257",""
