"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","52296","113","1","1.10","1.6","2023-07-26T01:25:00","120","2023/07/26","01:25:00","0","0","0.0","1","300","66","21","-1576","-8912","-25172","7","150","149.94","117.63","32.31","23.41","41.7","9.64","89848","25.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","827530","723445","909128","0.000000","0.000000","0.000000","782896","901065","766205","0.000000","0.000000","0.000000","872558","901401","814421","0.000000","0.000000","0.000000","857261","918299","861036","0.000000","0.000000","0.000000","726368","844209","945380","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up-DualSpot on"
"MA200-0416","52297","113","1","1.10","1.6","2023-07-26T01:30:00","120","2023/07/26","01:30:00","0","0","0.0","1","300","64","23","-1603","-9068","-24984","7","150","149.70","118.62","31.08","24.41","40.1","9.97","89848","26.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","822031","721007","907039","0.000000","0.000000","0.000000","778755","898198","764202","0.000000","0.000000","0.000000","871664","902081","815255","0.000000","0.000000","0.000000","861379","924077","866480","0.000000","0.000000","0.000000","733687","853612","956043","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","DualSpot on"
"MA200-0416","52298","113","1","1.10","1.6","2023-07-26T01:35:00","120","2023/07/26","01:35:00","0","0","0.0","1","300","64","23","-1544","-9296","-24848","7","150","149.53","119.29","30.23","25.27","38.7","10.18","89848","27.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","819243","720864","907877","0.435427","0.112251","0.000000","777338","898433","764744","0.257688","0.048191","0.000000","868788","900681","814187","0.194132","0.020801","0.000000","859402","923299","865745","0.143518","-0.002592","0.000000","729889","850001","952210","0.118291","0.019386","0.000000","2143","2180","2143","1601","1181","1601","1351","571","1351","1207","-86","1207","1385","895","1385","DualSpot on"
"MA200-0416","52299","113","1","1.10","1.6","2023-07-26T01:40:00","120","2023/07/26","01:40:00","0","0","0.0","1","300","64","24","-1536","-9396","-24924","7","150","150.14","119.38","30.77","26.07","37.4","10.41","89848","28.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","813639","718227","905587","0.863484","0.222585","0.000000","772768","895019","762242","0.514352","0.095891","0.000000","870731","904316","817624","0.390374","0.041639","0.000000","856016","920960","863518","0.285005","-0.004696","0.000000","730284","851359","953919","0.243913","0.039394","0.000000","2106","2106","2106","1593","1149","1593","1364","562","1364","1189","-68","1189","1470","908","1470","DualSpot on"
"MA200-0416","52300","113","1","1.10","1.6","2023-07-26T01:45:00","120","2023/07/26","01:45:00","0","0","0.0","1","300","64","26","-1564","-9508","-25044","7","150","149.87","118.88","30.99","26.76","36.3","10.55","89852","29.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","808275","715746","903477","1.292996","0.336221","0.000000","774103","898463","765508","0.773549","0.143510","0.000000","866549","901532","815286","0.587600","0.063371","0.000000","856758","923075","865547","0.430258","-0.003331","0.000000","729998","851911","954747","0.368839","0.061927","0.000000","2122","2153","2122","1616","1139","1616","1377","582","1377","1225","44","1225","1468","1015","1468","DualSpot on"
"MA200-0416","52301","113","1","1.10","1.6","2023-07-26T01:50:00","120","2023/07/26","01:50:00","0","0","0.0","1","300","64","28","-1536","-9548","-24968","7","150","149.84","118.90","30.93","27.36","35.3","10.67","89860","30.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","808212","717781","907015","1.693189","0.442165","0.000000","771204","896826","764486","1.014065","0.190568","0.000000","865936","902317","816220","0.771844","0.087087","0.000000","855516","922953","865424","0.563566","-0.002258","0.000000","728642","851115","954056","0.481452","0.081395","0.000000","1976","2011","1976","1499","1127","1499","1286","636","1286","1124","34","1124","1323","879","1323","DualSpot on"
"MA200-0416","52302","113","1","1.10","1.6","2023-07-26T01:55:00","120","2023/07/26","01:55:00","0","0","0.0","1","300","64","29","-1596","-9568","-25072","7","150","150.10","118.84","31.26","27.88","34.4","10.75","89856","30.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","806977","718865","909435","2.114586","0.558776","0.000000","766694","893403","761999","1.275670","0.246145","0.000000","865007","902916","816993","0.973862","0.119035","0.000000","851636","920040","862766","0.709550","0.008946","0.000000","726890","849858","952878","0.602800","0.107068","0.000000","2082","2191","2082","1631","1317","1631","1411","848","1411","1232","359","1232","1426","1147","1426","DualSpot on"
"MA200-0416","52303","113","1","1.10","1.6","2023-07-26T02:00:00","120","2023/07/26","02:00:00","0","0","0.0","1","300","64","31","-1524","-9532","-24968","7","150","150.35","119.21","31.14","28.32","33.6","10.78","89844","31.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","802795","717054","908068","2.483978","0.661439","0.000000","765994","894197","763013","1.500171","0.293422","0.000000","860620","899595","814204","1.145255","0.145166","0.000000","850585","919970","862777","0.832808","0.015622","0.000000","727117","850856","954142","0.701671","0.124419","0.000000","1820","1936","1820","1396","1125","1396","1193","696","1193","1037","215","1037","1158","778","1158","DualSpot on"
"MA200-0416","52304","113","1","1.10","1.6","2023-07-26T02:05:00","120","2023/07/26","02:05:00","0","0","0.0","1","300","64","34","-1556","-9640","-24896","7","150","150.03","119.13","30.90","28.70","32.9","10.77","89836","31.38","DUALSPOT-UV-BLUE-GREEN-RED-IR","794844","711907","902536","2.864935","0.768682","0.000000","766987","897052","765877","1.741737","0.348777","0.000000","860479","900849","815624","1.333451","0.179815","0.000000","853336","924079","866784","0.971884","0.032222","0.000000","726458","850772","954292","0.809244","0.147881","0.000000","1878","2038","1878","1503","1328","1503","1311","931","1311","1171","539","1171","1261","1060","1261","DualSpot on"
"MA200-0416","52305","113","1","1.10","1.6","2023-07-26T02:10:00","120","2023/07/26","02:10:00","0","0","0.0","1","300","64","36","-1491","-9600","-24908","7","150","150.20","119.56","30.64","29.01","32.2","10.76","89836","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","790763","711847","904308","3.580927","0.974863","0.040533","760239","892609","763161","2.271828","0.489683","0.000000","856295","899468","815286","1.775556","0.290882","0.000000","844060","916508","860381","1.322271","0.112003","0.000000","723623","849096","953014","1.066225","0.213782","0.000000","3517","3952","4114","3286","3408","3286","3070","3009","3070","2940","2612","2940","3002","3004","3002","DualSpot on"
