"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","27705","83","1","1.10","1.4","2023-05-25T09:43:00","120","2023/05/25","09:43:00","0","0","0.0","2","30","66","54","-1260","-760","22936","11","150","149.35","114.05","35.30","29.19","49.2","17.45","89612","29.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","856979","738593","911397","0.000000","0.000000","0.000000","806722","915380","762660","0.000000","0.000000","0.000000","902574","919609","815459","0.000000","0.000000","0.000000","884822","935871","863681","0.000000","0.000000","0.000000","749839","866028","954768","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","27706","83","1","1.10","1.4","2023-05-25T09:43:30","120","2023/05/25","09:43:30","0","0","0.0","3","30","66","54","992","-928","23140","11","150","150.17","115.03","35.15","29.29","48.4","17.29","89608","29.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","849708","732688","904286","0.000000","0.000000","0.000000","808700","917934","764883","0.000000","0.000000","0.000000","902304","919519","815488","0.000000","0.000000","0.000000","887346","938718","866433","0.000000","0.000000","0.000000","749625","866000","954852","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","27707","83","1","1.10","1.4","2023-05-25T09:44:00","120","2023/05/25","09:44:00","0","0","0.0","3","30","66","53","1084","-980","23036","11","150","150.29","115.75","34.54","29.41","48.0","17.24","89600","30.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","854295","737009","909810","0.000000","0.000000","0.000000","806716","915883","763295","0.000000","0.000000","0.000000","899999","917355","813601","0.000000","0.000000","0.000000","885309","936692","864604","0.000000","0.000000","0.000000","747237","863318","951963","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","27708","83","1","1.10","1.4","2023-05-25T09:44:30","120","2023/05/25","09:44:30","0","0","0.0","3","30","66","53","1316","-948","23100","11","150","150.14","115.29","34.85","29.51","47.6","17.22","89596","30.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","853286","736596","909457","0.000000","0.000000","0.000000","806896","916416","763769","0.000000","0.000000","0.000000","903843","921534","817367","0.000000","0.000000","0.000000","885608","937204","865111","0.000000","0.000000","0.000000","746393","862485","951079","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","27709","83","1","1.10","1.4","2023-05-25T09:45:00","120","2023/05/25","09:45:00","0","0","0.0","5","30","66","53","1816","-1324","22816","11","150","150.01","114.41","35.60","29.62","47.5","17.27","89596","30.31","DUALSPOT-UV-BLUE-GREEN-RED-IR","848265","732657","904710","0.000000","0.000000","0.000000","809127","919252","766202","0.000000","0.000000","0.000000","900816","918675","814868","0.000000","0.000000","0.000000","882683","934272","862397","0.000000","0.000000","0.000000","748046","864502","953311","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","27710","83","1","1.10","1.4","2023-05-25T09:45:30","120","2023/05/25","09:45:30","0","0","0.0","3","30","64","53","1748","-796","23588","11","150","149.35","114.79","34.56","29.72","47.4","17.33","89596","30.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","851567","735798","908757","0.000000","0.000000","0.000000","806661","916678","764089","0.000000","0.000000","0.000000","902287","920321","816369","0.000000","0.000000","0.000000","884396","936204","864226","0.000000","0.000000","0.000000","749310","866052","955027","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","27711","83","1","1.10","1.4","2023-05-25T09:46:00","120","2023/05/25","09:46:00","0","0","0.0","4","30","64","53","1924","-976","22820","11","150","150.08","115.04","35.03","29.81","47.1","17.33","89592","30.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","852627","737017","910399","0.059877","0.016933","0.000000","807581","917914","765168","0.029760","0.006675","0.000000","897883","916019","812581","0.022704","0.003319","0.000000","886875","938979","866807","0.016367","0.003099","0.000000","745473","861727","950285","0.015468","0.003103","0.000000","3057","2839","3057","1917","1412","1917","1638","786","1638","1427","887","1427","1878","1237","1878",""
"MA200-0416","27712","83","1","1.10","1.4","2023-05-25T09:46:30","120","2023/05/25","09:46:30","0","0","0.0","4","30","64","52","2068","-940","23160","11","150","149.87","115.04","34.82","29.91","46.9","17.34","89596","30.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","851393","736806","910482","0.199249","0.050937","0.000000","806215","917065","764675","0.121140","0.029855","0.000000","897185","915851","812551","0.091702","0.018996","0.000000","885841","938292","866300","0.067466","0.012516","0.000000","744435","860832","949410","0.052141","0.011660","0.000000","7115","5735","7115","5888","4934","5888","4979","3737","4979","4456","2713","4456","4453","3432","4453",""
"MA200-0416","27713","83","1","1.10","1.4","2023-05-25T09:47:00","120","2023/05/25","09:47:00","0","0","0.0","4","30","64","53","2043","-912","23084","11","150","149.45","115.12","34.33","30.00","46.6","17.30","89596","30.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","846573","733058","906033","0.291708","0.074892","0.000000","803993","914887","762922","0.179952","0.043100","0.000000","898732","917707","814299","0.138837","0.029838","0.000000","882132","934637","862937","0.103855","0.018567","0.000000","746053","862842","951662","0.081546","0.019168","0.000000","4717","4098","4717","3787","2860","3787","3399","2622","3399","3171","1767","3171","3568","3055","3568",""
"MA200-0416","27714","83","1","1.10","1.4","2023-05-25T09:47:30","120","2023/05/25","09:47:30","-15.828966319561005","35.08740898221731","0.3","7","30","64","53","2088","-888","22988","11","150","149.57","114.56","35.01","30.08","46.2","17.27","89596","30.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","847394","734144","907490","0.354478","0.091039","0.000000","804122","915321","763348","0.217938","0.051725","0.000000","899279","918498","815017","0.166535","0.031894","0.000000","883698","936490","864658","0.125700","0.020468","0.000000","746356","863348","952268","0.102184","0.023849","0.000000","3218","2709","3218","2458","1826","2458","2007","487","2007","1913","545","1913","2516","1867","2516",""
