"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0420","46243","75","1","1.10","1.6","2023-07-28T21:45:00","120","2023/07/28","21:45:00","-15.795649468898773","35.00267366645858","0.2","13","300","66","98","-244","-26963","-628","2","150","149.56","114.14","35.42","21.96","41.7","8.34","90552","21.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","794086","705414","905432","0.000000","0.000000","0.000000","889162","895897","836662","0.000000","0.000000","0.000000","869935","872374","831437","0.000000","0.000000","0.000000","883013","871685","885591","0.000000","0.000000","0.000000","778700","896358","967918","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up-DualSpot on"
"MA200-0420","46244","75","1","1.10","1.6","2023-07-28T21:50:00","120","2023/07/28","21:50:00","-15.795612156391144","35.002765166340396","0.2","12","300","64","98","-433","-27054","-170","2","150","150.34","115.01","35.33","21.94","41.5","8.25","90552","21.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","781355","701686","905254","0.000000","0.000000","0.000000","879440","892876","836773","0.000000","0.000000","0.000000","861138","869270","831062","0.000000","0.000000","0.000000","876195","869563","885617","0.000000","0.000000","0.000000","774693","894806","967793","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","DualSpot on"
"MA200-0420","46245","75","1","1.10","1.6","2023-07-28T21:55:00","120","2023/07/28","21:55:00","-15.795666694641113","35.0027596661821","0.0","12","300","64","98","-800","-26668","-244","2","150","149.67","114.30","35.37","21.90","41.4","8.20","90548","21.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","769134","697791","904631","1.515773","0.487760","0.000000","868721","888469","835469","1.072693","0.336652","0.000000","852671","866212","830496","0.927746","0.289094","0.000000","876748","874645","892826","0.750648","0.228968","0.000000","770454","892990","967266","0.495281","0.151593","0.000000","7789","8100","7789","6957","7056","6957","6738","6786","6738","6588","6495","6588","6053","5987","6053","DualSpot on"
"MA200-0420","46246","75","1","1.10","1.6","2023-07-28T22:00:00","120","2023/07/28","22:00:00","-15.795614838600159","35.002773999702185","0.2","12","300","64","98","-372","-26932","-924","2","150","149.52","114.03","35.50","21.84","41.4","8.15","90548","21.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","763843","698787","909677","2.762844","0.901088","0.000000","866402","891403","840565","1.949185","0.617289","0.000000","849825","867800","834026","1.683414","0.529402","0.000000","869520","871104","890893","1.362504","0.420748","0.000000","765809","890019","965291","0.893814","0.277142","0.000000","6423","6839","6423","5698","5860","5698","5502","5620","5502","5383","5420","5383","4882","4940","4882","DualSpot on"
"MA200-0420","46247","75","1","1.10","1.6","2023-07-28T22:05:00","120","2023/07/28","22:05:00","-15.79559987783432","35.002889999654144","0.4","12","300","64","98","-232","-26812","-851","2","150","150.22","114.27","35.95","21.79","41.4","8.08","90540","21.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","750834","693303","906844","4.168798","1.379570","0.026093","854293","884976","837279","2.958697","0.945836","0.000000","840487","863379","832152","2.561038","0.812226","0.000000","860133","865941","887641","2.077119","0.645930","0.000000","760485","886738","963174","1.372072","0.428121","0.000000","7226","7816","8108","6549","6774","6549","6376","6531","6376","6274","6283","6274","5846","5866","5846","DualSpot on"
"MA200-0420","46248","75","1","1.10","1.6","2023-07-28T22:10:00","120","2023/07/28","22:10:00","-15.795599639415741","35.00284683331847","0.4","12","300","64","97","-252","-27128","-820","2","150","150.02","114.41","35.60","21.72","41.6","8.09","90540","21.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","739049","688683","905259","5.574733","1.868089","0.026780","844818","881081","836341","3.966170","1.278448","0.020823","832313","860049","831309","3.441757","1.098186","0.017436","852963","862960","886632","2.802403","0.877144","0.000000","761437","890726","968999","1.852134","0.582622","0.000000","7217","8059","8484","6527","6925","7115","6390","6668","6798","6359","6515","6359","5861","6062","5861","DualSpot on"
"MA200-0420","46249","75","1","1.10","1.6","2023-07-28T22:15:00","120","2023/07/28","22:15:00","-15.795598447322845","35.002840666566044","0.2","13","300","64","98","-284","-26891","-932","2","150","149.84","114.67","35.17","21.67","41.6","8.06","90536","21.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","728321","684886","904848","6.993440","2.380313","0.030292","835503","877108","835398","4.963422","1.618778","0.028889","824655","857083","830893","4.311819","1.390970","0.029123","846634","860683","886339","3.516613","1.111606","0.026558","757729","889289","968964","2.332904","0.740753","0.000000","7266","8555","9220","6447","7174","7526","6299","6912","7204","6248","6689","6892","5856","6281","5856","DualSpot on"
"MA200-0420","46250","75","1","1.10","1.6","2023-07-28T22:20:00","120","2023/07/28","22:20:00","-15.795601308345795","35.00285066640936","0.1","13","300","64","97","-196","-26919","-804","2","150","150.02","114.65","35.36","21.65","41.6","8.03","90532","21.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","722889","685812","910777","8.393188","2.897600","0.027674","833362","880432","841409","5.934943","1.953345","0.024923","816879","853809","830080","5.159811","1.678234","0.024634","846734","864843","892708","4.217021","1.344072","0.023805","753051","886564","967533","2.805290","0.896231","0.000000","7170","8591","9340","6281","7013","7372","6140","6743","7034","6129","6594","6812","5755","6141","5755","DualSpot on"
"MA200-0420","46251","75","1","1.10","1.6","2023-07-28T22:25:00","120","2023/07/28","22:25:00","-15.79566353559494","35.002800999674946","0.1","13","300","64","98","-262","-26941","-808","2","150","149.82","114.61","35.21","21.62","41.7","8.05","90528","21.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","713024","682092","910355","9.723429","3.391748","0.025009","818723","870349","834438","6.876716","2.278220","0.022581","815047","856560","835052","5.984069","1.956177","0.021176","840110","862007","891788","4.899200","1.567375","0.017945","749764","885487","967780","3.266759","1.046117","0.023798","6817","8243","9007","6091","6840","7211","5970","6553","6837","5971","6363","6547","5624","5946","6098","DualSpot on"
"MA200-0420","46252","75","1","1.10","1.6","2023-07-28T22:30:00","120","2023/07/28","22:30:00","-15.795633554458618","35.00272783287801","0.2","13","300","64","98","-236","-27191","-16","2","150","149.50","114.41","35.08","21.59","41.7","8.01","90524","21.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","703925","678036","908792","10.843979","3.822982","0.026062","817136","873219","839681","7.698288","2.571773","0.025828","808148","853272","833929","6.704984","2.208293","0.025835","834147","859241","890723","5.496954","1.770749","0.025315","745742","883067","966456","3.672950","1.183623","0.036224","5752","7219","8018","5323","6202","6644","5231","5966","6327","5241","5815","6088","4959","5475","5720","DualSpot on"
