"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","33837","98","1","1.10","1.4","2023-06-01T15:03:05","120","2023/06/01","15:03:05","0","0","0.0","1","30","66","44","-7971","3591","-24894","1","150","0.00","0.00","0.00","0.00","0.0","-204.27","0","0.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","907853","777432","966277","0.000000","0.000000","0.000000","829264","939942","791924","0.000000","0.000000","0.000000","896062","912839","816646","0.000000","0.000000","0.000000","821425","869950","807293","0.000000","0.000000","0.000000","733625","848913","946135","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","33838","98","1","1.10","1.4","2023-06-01T15:03:35","120","2023/06/01","15:03:35","0","0","0.0","5","30","66","44","-24896","544","-2752","1","150","149.86","117.96","31.90","31.04","42.7","16.86","0","0.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","867331","743274","924223","0.000000","0.000000","0.000000","800221","907262","764754","0.000000","0.000000","0.000000","895720","912803","816926","0.000000","0.000000","0.000000","877634","929938","863170","0.000000","0.000000","0.000000","737433","853787","951947","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","33839","98","1","1.10","1.4","2023-06-01T15:04:05","120","2023/06/01","15:04:05","0","0","0.0","10","30","66","43","-24168","-5268","2368","1","150","150.04","117.83","32.21","31.14","42.4","16.85","88960","30.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","852678","731054","909201","0.000000","0.000000","0.000000","800983","908348","765738","0.000000","0.000000","0.000000","895771","913026","817164","0.000000","0.000000","0.000000","876636","929044","862369","0.000000","0.000000","0.000000","741165","858213","956901","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","33840","98","1","1.10","1.4","2023-06-01T15:04:35","120","2023/06/01","15:04:35","-15.777184545993805","35.04730465635657","0.5","8","30","66","43","-24088","6400","-3716","1","150","149.87","118.21","31.66","31.27","42.0","16.81","88956","31.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","849906","728962","906773","0.000000","0.000000","0.000000","799997","907370","765014","0.000000","0.000000","0.000000","894033","911364","815773","0.000000","0.000000","0.000000","875832","928234","861732","0.000000","0.000000","0.000000","735346","851636","949616","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","33841","98","1","1.10","1.4","2023-06-01T15:05:05","120","2023/06/01","15:05:05","-15.7771857380867","35.04725932702422","0.5","10","30","66","43","-24264","-955","3964","1","150","149.46","118.50","30.96","31.44","41.7","16.86","88960","31.38","DUALSPOT-UV-BLUE-GREEN-RED-IR","847677","727326","904817","0.000000","0.000000","0.000000","799296","906799","764555","0.000000","0.000000","0.000000","891781","909269","813861","0.000000","0.000000","0.000000","880161","932986","866093","0.000000","0.000000","0.000000","737306","853962","952275","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","33842","98","1","1.10","1.4","2023-06-01T15:05:35","120","2023/06/01","15:05:35","-15.777129173278809","35.04725915938616","0.3","9","30","64","43","-23732","-1892","6084","1","150","149.66","118.34","31.32","31.66","41.5","17.00","88960","31.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","848467","730376","909627","0.000000","0.000000","0.000000","794176","902269","761030","0.000000","0.000000","0.000000","893311","911672","816197","0.000000","0.000000","0.000000","876665","929853","863304","0.000000","0.000000","0.000000","739442","856779","955497","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","33843","98","1","1.10","1.4","2023-06-01T15:06:05","120","2023/06/01","15:06:05","-15.777105152606964","35.04724982753396","0.4","8","30","64","42","-14808","-16192","-15308","1","150","149.45","117.58","31.86","31.86","41.6","17.21","88964","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","837750","724421","903451","0.597271","0.141651","0.000000","794164","904308","763253","0.256252","0.055187","0.000000","887631","907298","812600","0.173133","0.031858","0.000000","876828","931045","864572","0.114172","0.019204","0.000000","734318","851398","949620","0.068639","0.011966","0.000000","29835","26110","29835","16156","12839","16156","12224","8300","12224","9741","6046","9741","8154","5246","8154",""
"MA200-0416","33844","98","1","1.10","1.4","2023-06-01T15:06:35","120","2023/06/01","15:06:35","-15.777113497257233","35.047250494360924","0.0","11","30","64","43","-7640","22980","1596","1","150","149.76","118.10","31.67","32.04","41.2","17.23","88964","31.88","DUALSPOT-UV-BLUE-GREEN-RED-IR","829232","722054","902646","1.302558","0.321956","0.000000","788554","902163","762555","0.762320","0.174486","0.000000","887481","910734","816633","0.587618","0.128931","0.000000","873474","930426","864797","0.439387","0.092297","0.000000","736135","855237","954536","0.288957","0.067663","0.000000","35077","33444","35077","31766","27929","31766","29138","25451","29138","27627","23158","27627","26060","24571","26060",""
"MA200-0416","33845","98","1","1.10","1.4","2023-06-01T15:07:05","120","2023/06/01","15:07:05","-15.777108311653137","35.04725066199899","0.0","11","30","64","42","-7500","22896","1740","1","150","149.09","117.50","31.58","32.22","40.8","17.21","88968","32.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","813360","721067","906753","3.900231","0.971488","-0.026267","778754","901737","764917","2.441073","0.566595","0.000000","872764","904641","813514","1.950252","0.434905","0.000000","859198","922645","859453","1.515370","0.326001","0.000000","727728","849950","950087","0.994878","0.230317","0.000000","129850","120789","117783","105913","92032","105913","96279","80428","96279","91871","74235","91871","83925","71939","83925",""
"MA200-0416","33846","98","1","1.10","1.4","2023-06-01T15:07:35","120","2023/06/01","15:07:35","-15.777105450630188","35.04724632948637","0.2","11","30","64","42","-8720","22656","-756","1","150","149.90","117.86","32.04","32.39","40.3","17.16","88972","32.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","767564","709213","905509","8.755931","2.269533","-0.002606","742018","889924","764079","6.480732","1.594883","-0.014198","841211","898763","816399","5.394071","1.291471","-0.023309","837411","921784","865524","4.300237","1.000833","-0.038305","714610","848477","953525","2.850681","0.684700","0.000000","241985","237987","236588","254091","237950","232681","242590","221982","215495","237060","211337","203534","219961","198136","219961",""
