"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","24955","67","1","1.10","1.4","2023-05-13T13:48:00","120","2023/05/13","13:48:00","-15.8014617562294","35.00602866569534","0.5","17","30","66","62","1236","24100","-6364","3","150","149.57","117.38","32.18","32.13","39.4","16.60","90192","31.44","DUALSPOT-UV-BLUE-GREEN-RED-IR","866129","740306","902207","0.000000","0.000000","0.000000","826863","935801","769993","0.000000","0.000000","0.000000","913732","928757","813604","0.000000","0.000000","0.000000","892396","943328","859710","0.000000","0.000000","0.000000","751829","861846","949073","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24956","67","1","1.10","1.4","2023-05-13T13:48:30","120","2023/05/13","13:48:30","-15.801903009414673","35.006064164917916","1.4","18","30","66","61","1424","23904","-6228","3","150","149.67","116.78","32.89","32.15","39.2","16.54","90168","31.56","DUALSPOT-UV-BLUE-GREEN-RED-IR","867784","742164","904725","0.000000","0.000000","0.000000","815662","923392","759941","0.000000","0.000000","0.000000","914178","929449","814286","0.000000","0.000000","0.000000","892507","943627","860071","0.000000","0.000000","0.000000","752212","862432","949764","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24957","67","1","1.10","1.4","2023-05-13T13:49:00","120","2023/05/13","13:49:00","-15.801837027072906","35.00542466528714","3.1","18","30","66","62","-1619","23464","-6424","3","150","149.73","117.54","32.19","32.18","39.0","16.47","90208","31.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","871526","745769","909275","0.000000","0.000000","0.000000","818490","926856","762870","0.000000","0.000000","0.000000","915997","931492","816169","0.000000","0.000000","0.000000","896782","948314","864383","0.000000","0.000000","0.000000","753938","864528","952164","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24958","67","1","1.10","1.4","2023-05-13T13:49:30","120","2023/05/13","13:49:30","-15.801087498664856","35.00464649964124","3.5","18","30","66","62","3032","24288","-3996","3","150","149.59","117.00","32.59","32.20","38.6","16.34","90256","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","872380","746856","910824","0.000000","0.000000","0.000000","819262","928004","763934","0.000000","0.000000","0.000000","917128","932849","817473","0.000000","0.000000","0.000000","898040","949777","865820","0.000000","0.000000","0.000000","754720","865544","953310","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","24959","67","1","1.10","1.4","2023-05-13T13:50:00","120","2023/05/13","13:50:00","-15.79855614900589","35.004256666172296","10.8","18","30","64","62","-1072","24204","-4636","3","150","149.73","117.59","32.14","32.23","38.2","16.21","90396","31.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","863534","740011","902758","0.000000","0.000000","0.000000","818903","928191","764231","0.000000","0.000000","0.000000","912663","928775","814056","0.000000","0.000000","0.000000","898157","950243","866374","0.000000","0.000000","0.000000","754986","866046","953961","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","24960","67","1","1.10","1.4","2023-05-13T13:50:30","120","2023/05/13","13:50:30","-15.7959663271904","35.004298999439925","8.2","18","30","64","61","-1524","23880","-6772","3","150","149.70","117.06","32.63","32.24","37.8","16.05","90564","31.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","861014","739394","902665","0.161091","0.042264","0.000000","816888","927276","763894","0.109261","0.030649","0.000000","910999","928145","813849","0.085318","0.024038","0.000000","897603","950535","866915","0.063943","0.018220","0.000000","754244","865810","953900","0.045253","0.011042","0.000000","8082","7607","8082","6919","6962","6919","6050","6115","6050","5480","5601","5480","5400","4727","5400",""
"MA200-0416","24961","67","1","1.10","1.4","2023-05-13T13:51:00","120","2023/05/13","13:51:00","-15.793605506420135","35.00421016570181","9.5","18","30","64","61","245","24429","-4520","3","150","150.43","117.46","32.96","32.25","37.5","15.93","90680","31.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","864504","745133","910814","0.760535","0.194810","0.000000","813912","926520","764031","0.570124","0.148057","0.000000","911704","931125","817119","0.474799","0.122678","0.000000","894144","948705","865831","0.379556","0.099283","0.000000","752247","864675","953074","0.264408","0.065054","0.000000","29974","27181","29974","29086","26405","29086","27528","24844","27528","26957","24672","26957","26063","22890","26063",""
"MA200-0416","24962","67","1","1.10","1.4","2023-05-13T13:51:30","120","2023/05/13","13:51:30","-15.791310250759125","35.00424183253199","8.5","18","30","64","61","1532","24208","-3855","3","150","150.05","117.12","32.93","32.25","37.4","15.87","90496","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","853096","735904","899770","0.885352","0.225076","0.000000","810954","923638","761784","0.652015","0.167966","0.000000","911052","930855","816986","0.540828","0.139540","0.000000","892285","947039","864393","0.429540","0.110786","0.000000","751373","863897","952256","0.299026","0.072702","0.000000","6259","5398","6259","5183","4482","5183","4680","4251","4680","4281","3505","4281","4129","3244","4129",""
"MA200-0416","24963","67","1","1.10","1.4","2023-05-13T13:52:00","120","2023/05/13","13:52:00","-15.789122223854065","35.00473616551608","5.3","18","30","64","61","-1537","24533","-4525","3","150","149.45","116.55","32.90","32.24","37.2","15.77","90408","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","861410","743718","909598","1.016255","0.261343","0.000000","811518","924773","762897","0.741040","0.193840","0.000000","910437","930637","816962","0.612795","0.160926","0.000000","893479","948631","865969","0.486189","0.128042","0.000000","751739","864507","952994","0.334623","0.082283","0.000000","6597","6474","6597","5662","5830","5662","5126","5397","5126","4876","5262","4876","4266","4068","4266",""
"MA200-0416","24964","67","1","1.10","1.4","2023-05-13T13:52:30","120","2023/05/13","13:52:30","-15.788923621177673","35.004810999147594","0.0","18","30","64","61","165","24257","-5003","3","150","149.96","117.46","32.50","32.24","36.8","15.61","90404","31.69","DUALSPOT-UV-BLUE-GREEN-RED-IR","860985","743741","909814","1.091073","0.280099","0.000000","810868","924318","762597","0.787598","0.208574","0.000000","909915","930328","816775","0.650286","0.171214","0.000000","892543","947860","865343","0.515234","0.136034","0.000000","751206","864012","952549","0.355329","0.088052","0.000000","3741","3389","3741","2938","3360","2938","2649","2627","2649","2480","2467","2480","2462","2480","2462",""
