"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","32072","94","1","1.10","1.4","2023-05-30T16:34:29","120","2023/05/30","16:34:29","-15.801446676254272","35.02756349183619","1.6","17","30","66","50","-16179","3389","-20182","11","150","150.49","116.63","33.86","0.00","0.0","-204.27","89992","34.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","817397","699823","867255","0.000000","0.000000","0.000000","871818","985370","821271","0.000000","0.000000","0.000000","925820","940251","832985","0.000000","0.000000","0.000000","871573","919825","845383","0.000000","0.000000","0.000000","743377","852533","948217","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","32073","94","1","1.10","1.4","2023-05-30T16:34:59","120","2023/05/30","16:34:59","-15.801397383213043","35.02757032774389","0.0","18","30","66","49","-23896","548","5588","11","150","150.43","112.94","37.49","35.55","34.8","17.63","90008","34.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","850394","731177","907810","0.000000","0.000000","0.000000","804036","911448","760870","0.000000","0.000000","0.000000","900685","917121","813574","0.000000","0.000000","0.000000","886789","938023","863140","0.000000","0.000000","0.000000","744242","855233","951975","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","32074","94","1","1.10","1.4","2023-05-30T16:35:29","120","2023/05/30","16:35:29","-15.801377892494202","35.02756532654166","0.1","17","30","66","49","-23848","492","5344","11","150","150.35","113.50","36.85","35.44","33.4","16.90","90004","34.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","847910","730159","907136","0.000000","0.000000","0.000000","807794","916780","765717","0.000000","0.000000","0.000000","899188","916499","813420","0.000000","0.000000","0.000000","884864","936759","862338","0.000000","0.000000","0.000000","743500","854895","951891","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","32075","94","1","1.10","1.4","2023-05-30T16:35:59","120","2023/05/30","16:35:59","-15.801383018493652","35.02757532708347","0.1","17","30","66","48","-23941","475","4845","11","150","149.54","112.94","36.61","35.35","32.4","16.34","90008","34.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","844146","727851","904789","0.000000","0.000000","0.000000","805063","914610","764291","0.000000","0.000000","0.000000","901129","919255","816229","0.000000","0.000000","0.000000","881823","934152","860274","0.000000","0.000000","0.000000","742279","853861","950941","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","32076","94","1","1.10","1.4","2023-05-30T16:36:29","120","2023/05/30","16:36:29","-15.801376402378082","35.027557326480746","1.6","17","30","66","49","-23656","1012","5400","11","150","149.90","112.93","36.97","35.27","31.7","15.92","90008","34.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","845685","729968","907856","0.000000","0.000000","0.000000","800018","909621","760436","0.000000","0.000000","0.000000","897943","916618","814183","0.000000","0.000000","0.000000","884663","937685","863822","0.000000","0.000000","0.000000","744109","856307","953837","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","32077","94","1","1.10","1.4","2023-05-30T16:36:59","120","2023/05/30","16:36:59","-15.801359951496124","35.02707332931459","1.2","17","30","64","49","-22892","3765","6280","11","150","150.28","112.88","37.41","35.20","31.0","15.52","90028","34.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","842829","729015","907516","0.000000","0.000000","0.000000","798175","909096","760600","0.000000","0.000000","0.000000","896310","916303","814498","0.000000","0.000000","0.000000","883309","937414","864077","0.000000","0.000000","0.000000","743596","856442","954364","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","32078","94","1","1.10","1.4","2023-05-30T16:37:29","120","2023/05/30","16:37:29","-15.801339507102966","35.02627666480839","1.6","17","30","64","49","-24164","268","6296","11","150","150.03","113.21","36.82","35.14","30.5","15.23","90040","34.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","842217","729941","909446","0.299489","0.090129","0.000000","797624","909885","761849","0.246942","0.077892","0.000000","894493","915725","814520","0.216662","0.068259","0.000000","882444","937590","864693","0.179582","0.057214","0.000000","738850","851674","949378","0.124725","0.038142","0.000000","15538","14377","15538","16170","15682","16170","15889","15390","15889","15915","15589","15915","15390","14470","15390",""
"MA200-0416","32079","94","1","1.10","1.4","2023-05-30T16:37:59","120","2023/05/30","16:37:59","-15.801091313362122","35.0262306611985","0.4","17","30","64","48","-23748","2320","5332","11","150","149.92","113.32","36.60","35.08","30.1","14.97","90040","34.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","838180","729494","910489","0.819255","0.244529","0.000000","794601","909462","762584","0.661415","0.202854","0.000000","892329","916054","815785","0.566255","0.175839","0.000000","880933","938109","866051","0.464165","0.145375","0.000000","738810","852975","951481","0.318820","0.097224","0.000000","26941","24775","26941","27115","25307","27115","25613","24400","25613","25196","24163","25196","23927","22547","23927",""
"MA200-0416","32080","94","1","1.10","1.4","2023-05-30T16:38:29","120","2023/05/30","16:38:29","-15.801065683364868","35.02625482901931","2.0","17","30","64","48","-23760","2268","5456","11","150","149.80","113.09","36.71","35.04","29.7","14.74","90040","34.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","825912","722082","903093","1.534517","0.467264","0.000000","791143","908779","763268","1.235240","0.383836","0.000000","888989","915454","816449","1.060581","0.333434","0.000000","870624","929472","859127","0.871032","0.275301","0.000000","737210","852632","951838","0.598299","0.184679","0.000000","37149","35641","37149","37615","36551","37615","36290","35645","36290","36095","35512","36095","34522","33283","34522",""
"MA200-0416","32081","94","1","1.10","1.4","2023-05-30T16:38:59","120","2023/05/30","16:38:59","-15.801064372062683","35.0262479968369","0.3","17","30","64","48","-23841","3012","7025","11","150","150.40","113.35","37.05","34.99","29.5","14.55","90044","34.25","DUALSPOT-UV-BLUE-GREEN-RED-IR","821410","721441","904085","2.144106","0.652765","0.000000","787229","907638","763562","1.728404","0.537473","0.000000","885401","914642","816880","1.481080","0.464909","0.000000","868529","929604","860232","1.214611","0.382846","0.000000","736210","852985","953023","0.836383","0.258748","0.000000","31588","29404","31588","32254","30737","32254","30800","29458","30800","30411","29118","30411","29343","27923","29343",""
