"Serial number","Datum ID","Session ID","Data format version","Firmware version","App version","Date / time local","Timezone offset (mins)","Date local (yyyy/MM/dd)","Time local (hh:mm:ss)","GPS lat (ddmm.mmmmm)","GPS long (dddmm.mmmmm)","GPS speed (km/h)","GPS sat count","Timebase (s)","Status","Battery remaining (%)","Accel X","Accel Y","Accel Z","Tape position","Flow setpoint (mL/min)","Flow total (mL/min)","Flow1 (mL/min)","Flow2 (mL/min)","Sample temp (C)","Sample RH (%)","Sample dewpoint (C)","Internal pressure (Pa)","Internal temp (C)","Optical config","UV Sen1","UV Sen2","UV Ref","UV ATN1","UV ATN2","UV K","Blue Sen1","Blue Sen2","Blue Ref","Blue ATN1","Blue ATN2","Blue K","Green Sen1","Green Sen2","Green Ref","Green ATN1","Green ATN2","Green K","Red Sen1","Red Sen2","Red Ref","Red ATN1","Red ATN2","Red K","IR Sen1","IR Sen2","IR Ref","IR ATN1","IR ATN2","IR K","UV BC1","UV BC2","UV BCc","Blue BC1","Blue BC2","Blue BCc","Green BC1","Green BC2","Green BCc","Red BC1","Red BC2","Red BCc","IR BC1","IR BC2","IR BCc","Readable status"
"MA200-0416","21623","61","1","1.10","1.4","2023-05-09T13:59:59","120","2023/05/09","13:59:59","-15.795838356018066","35.03651299327612","13.0","12","30","66","74","-1384","23884","-5092","6","150","149.42","114.40","35.02","27.78","48.0","15.76","89788","27.38","DUALSPOT-UV-BLUE-GREEN-RED-IR","859608","741065","906583","0.000000","0.000000","0.000000","809241","923576","762188","0.000000","0.000000","0.000000","904005","926237","814283","0.000000","0.000000","0.000000","883734","941036","861460","0.000000","0.000000","0.000000","749924","863405","953875","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","21624","61","1","1.10","1.4","2023-05-09T14:00:29","120","2023/05/09","14:00:29","-15.793731808662415","35.03565899282694","5.1","12","30","66","74","1496","24132","-6244","6","150","149.51","114.00","35.50","27.87","47.9","15.82","89724","27.50","DUALSPOT-UV-BLUE-GREEN-RED-IR","855979","739943","906034","0.000000","0.000000","0.000000","807018","922842","762163","0.000000","0.000000","0.000000","904938","928775","817004","0.000000","0.000000","0.000000","887098","945912","866366","0.000000","0.000000","0.000000","746995","860831","951339","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","21625","61","1","1.10","1.4","2023-05-09T14:00:59","120","2023/05/09","14:00:59","-15.792414844036102","35.03500882908702","7.2","14","30","66","74","572","24272","-4936","6","150","149.51","113.80","35.70","27.98","47.7","15.84","89604","27.63","DUALSPOT-UV-BLUE-GREEN-RED-IR","852892","738661","905061","0.000000","0.000000","0.000000","808782","926124","765204","0.000000","0.000000","0.000000","901834","926642","815447","0.000000","0.000000","0.000000","883110","942492","863489","0.000000","0.000000","0.000000","748939","863627","954638","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","21626","61","1","1.10","1.4","2023-05-09T14:01:29","120","2023/05/09","14:01:29","-15.791501700878143","35.03545365855098","11.2","15","30","66","74","119","24240","-5244","6","150","149.90","114.60","35.30","28.03","47.4","15.79","89568","27.75","DUALSPOT-UV-BLUE-GREEN-RED-IR","853951","740360","907493","0.000000","0.000000","0.000000","804723","922089","762093","0.000000","0.000000","0.000000","902680","928014","816804","0.000000","0.000000","0.000000","886693","946719","867494","0.000000","0.000000","0.000000","750015","865176","956447","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","Start up"
"MA200-0416","21627","61","1","1.10","1.4","2023-05-09T14:01:59","120","2023/05/09","14:01:59","-15.789965331554413","35.03626765683293","7.4","14","30","64","74","1648","24136","-5120","6","150","149.83","114.76","35.07","28.11","47.0","15.73","89520","27.81","DUALSPOT-UV-BLUE-GREEN-RED-IR","855822","742466","910281","0.000000","0.000000","0.000000","806847","924875","764504","0.000000","0.000000","0.000000","898996","924494","813793","0.000000","0.000000","0.000000","881719","941613","862848","0.000000","0.000000","0.000000","746119","860828","951696","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","",""
"MA200-0416","21628","61","1","1.10","1.4","2023-05-09T14:02:29","120","2023/05/09","14:02:29","-15.787718176841736","35.03602382168174","2.8","14","30","64","74","-36","23820","-5408","6","150","149.33","114.24","35.09","28.17","46.8","15.71","89396","27.94","DUALSPOT-UV-BLUE-GREEN-RED-IR","850036","738385","905683","0.121438","0.031629","0.000000","807434","926381","765964","0.082391","0.019746","0.000000","898974","925143","814580","0.065218","0.015556","0.000000","883456","944071","865253","0.048649","0.009834","0.000000","746933","862118","953227","0.035903","0.008211","0.000000","6243","5295","6243","5346","4172","5346","4739","3681","4739","4272","2812","4272","4390","3269","4390",""
"MA200-0416","21629","61","1","1.10","1.4","2023-05-09T14:02:59","120","2023/05/09","14:02:59","-15.787170052528381","35.03486932441592","5.6","14","30","64","74","-2592","23936","-4908","6","150","149.94","114.88","35.06","28.25","46.6","15.73","89464","28.00","DUALSPOT-UV-BLUE-GREEN-RED-IR","851004","740637","909054","0.385043","0.098976","0.000000","802924","922530","763195","0.280481","0.071125","0.000000","900017","927354","816821","0.229042","0.055098","0.000000","879083","940319","862088","0.181114","0.042181","0.000000","747950","863906","955378","0.127721","0.030013","0.000000","13477","11282","13477","12783","10863","12783","11839","9363","11839","11568","9256","11568","11165","8686","11165",""
"MA200-0416","21630","61","1","1.10","1.4","2023-05-09T14:03:29","120","2023/05/09","14:03:29","-15.786672711372375","35.03344349190593","5.3","15","30","64","73","-2392","24044","-4908","6","150","149.33","114.56","34.77","28.32","46.5","15.77","89564","28.06","DUALSPOT-UV-BLUE-GREEN-RED-IR","847441","739978","909377","0.880498","0.234375","0.000000","800227","922004","763484","0.694012","0.180463","0.000000","896275","925802","816195","0.593822","0.152503","0.000000","875785","938755","861294","0.485271","0.121128","0.000000","745825","862692","954542","0.339544","0.084142","0.000000","25402","22874","25402","26760","23314","26760","26436","23260","26436","26637","22781","26637","25830","21749","25830",""
"MA200-0416","21631","61","1","1.10","1.4","2023-05-09T14:03:59","120","2023/05/09","14:03:59","-15.786496698856354","35.032151997089386","2.3","15","30","64","74","-4536","24144","-3852","6","150","150.21","114.79","35.42","28.39","46.4","15.78","89656","28.13","DUALSPOT-UV-BLUE-GREEN-RED-IR","843398","737019","905979","0.989722","0.260599","0.000000","797128","918913","761090","0.769084","0.198762","0.000000","893795","923613","814361","0.655376","0.166874","0.000000","880366","944001","866159","0.535047","0.130945","0.000000","743354","860121","951768","0.379966","0.092981","0.000000","5588","4348","5588","4848","3829","4848","4451","3368","4451","4350","2780","4350","4919","3485","4919",""
"MA200-0416","21632","61","1","1.10","1.4","2023-05-09T14:04:29","120","2023/05/09","14:04:29","-15.785846412181854","35.03248215839267","3.2","15","30","64","74","1948","24256","-6492","6","150","149.92","114.61","35.31","28.45","46.1","15.76","89612","28.19","DUALSPOT-UV-BLUE-GREEN-RED-IR","845747","739673","909502","1.100344","0.290805","0.000000","799191","921781","763594","0.842499","0.218122","0.000000","894068","924332","815118","0.715076","0.181245","0.000000","875336","938943","861621","0.581967","0.141739","0.000000","744133","861214","953041","0.411443","0.098823","0.000000","5669","5024","5669","4748","4064","4748","4324","3378","4324","4107","3067","4107","3836","2311","3836",""
