serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,settlement_id,time_of_day,type_of_settlement
MA200-0416,80,2023-05-24,09:53:00,-15.787905991077425,35.085356660187244,2238,1178,1722,41435.709220439996,17280.35384706,13405.107692970001,2023-05-24T09:53:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:53:30,-15.788090109825134,35.085432313382626,4617,2166,2059,85481.97920946,31773.55384782,16028.523077715001,2023-05-24T09:53:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:54:00,-15.78815084695816,35.08556831628084,2981,1892,1681,55192.068447779995,27754.18461684,13085.938462185,2023-05-24T09:54:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:54:30,-15.788221955299376,35.085839316248894,2725,1547,1769,50452.32691049999,22693.30000119,13770.984616065001,2023-05-24T09:54:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:55:00,-15.788350403308868,35.085890144109726,2037,1174,1549,37714.271529059995,17221.67692398,12058.369231365,2023-05-24T09:55:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:55:30,-15.788557171821594,35.085794657468796,1833,966,1641,33937.28999154,14170.47692382,12774.553846785,2023-05-24T09:55:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:56:00,-15.788764655590056,35.08581232279539,2579,1230,1569,47749.193065019994,18043.153847100002,12214.061539065,2023-05-24T09:56:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:56:30,-15.788821637630464,35.085941307246685,1902,1213,1876,35214.79845276,17793.77692401,14603.938462260001,2023-05-24T09:56:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:57:00,-15.788769841194153,35.086103320121765,2594,1650,1464,48026.912295719994,24204.230770500002,11396.676923640001,2023-05-24T09:57:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:57:30,-15.78887951374054,35.08627447485924,3567,1070,2277,66041.63306046,15696.0769239,17725.569231645,2023-05-24T09:57:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:58:00,-15.788748621940613,35.08644948154688,14481,6997,2899,268110.14531777997,102640.60769769001,22567.600001115003,2023-05-24T09:58:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:58:30,-15.788667023181915,35.086626313626766,5372,2817,1440,99460.51382135999,41323.22307909,11209.8461544,2023-05-24T09:58:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:59:00,-15.788831651210783,35.086623810231686,1955,827,702,36196.0730679,12131.45384679,5464.80000027,2023-05-24T09:59:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,09:59:30,-15.78904503583908,35.08651015162468,1331,632,1786,24642.953070779997,9270.95384664,13903.32307761,2023-05-24T09:59:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:00:00,-15.789257824420927,35.08634315431118,2898,1453,995,53655.355371239995,21314.392308810002,7745.692308075,2023-05-24T10:00:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:00:30,-15.789486348628998,35.08619214594364,6664,4474,3820,123381.39689231999,65630.13846498,29737.2307707,2023-05-24T10:00:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:01:00,-15.789633631706238,35.08609764277935,6018,4242,3669,111420.95535683999,62226.87692634,28561.753847565,2023-05-24T10:01:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:01:30,-15.789749145507812,35.08614281564951,4136,2491,2587,76576.44921168,36541.05384807,20138.800000995,2023-05-24T10:01:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:02:00,-15.789774894714355,35.08620281517506,4882,2985,2494,90388.35228516,43787.65384845,19414.83077019,2023-05-24T10:02:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:02:30,-15.789729177951813,35.08630947768688,3079,1624,1539,57006.500755019995,23822.83077048,11980.523077515001,2023-05-24T10:02:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:03:00,-15.789656221866608,35.086545653641224,3236,1802,1576,59913.295369679996,26433.95384754,12268.55384676,2023-05-24T10:03:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:03:30,-15.789653062820436,35.08678648620844,3107,1943,1964,57524.90998565999,28502.31538611,15288.98461614,2023-05-24T10:03:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:04:00,-15.789568722248076,35.08701315522194,3230,1401,971,59802.207677399994,20551.59230877,7558.861538835001,2023-05-24T10:04:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:04:30,-15.789498329162598,35.08719781041145,4080,2357,1725,75539.6307504,34575.37692489,13428.461539125,2023-05-24T10:04:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:05:00,-15.789505064487455,35.08741047978401,7560,3585,1972,139970.49227279998,52589.19231045,15351.26153922,2023-05-24T10:05:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:05:30,-15.78963589668274,35.08742814511061,2573,544,1339,47638.10537274,7980.061538880001,10423.600000515,2023-05-24T10:05:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:06:00,-15.789719223976135,35.087403647601604,4619,2691,1808,85519.00844021999,39474.900002070004,14074.584616080001,2023-05-24T10:06:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:06:30,-15.789860010147097,35.08744764328003,4853,2639,2037,89851.42843914,38712.10000203,15857.261539245,2023-05-24T10:06:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:07:00,-15.790122389793396,35.08749548345804,2018,878,1589,37362.493836839996,12879.58461606,12369.753846765001,2023-05-24T10:07:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:07:30,-15.79033100605011,35.08740381151438,2007,672,1242,37158.833067659994,9857.72307744,9668.49230817,2023-05-24T10:07:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:08:00,-15.790553033351898,35.08726165443659,1502,569,886,27808.952300759996,8346.79230813,6897.1692311100005,2023-05-24T10:08:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:08:30,-15.790602505207062,35.087021984159946,1581,361,310,29271.606915779998,5295.592307970001,2413.23076935,2023-05-24T10:08:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:09:00,-15.790622532367706,35.08682181686163,2146,763,1272,39732.36460548,11192.623077510001,9902.03076972,2023-05-24T10:09:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:09:30,-15.79049015045166,35.086715653538704,3009,920,1567,55710.47767841999,13495.692308400001,12198.492308295,2023-05-24T10:09:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:10:00,-15.790334522724152,35.086557142436504,29124,10920,3146,539219.65832712,160188.0000084,24490.40000121,2023-05-24T10:10:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:10:30,-15.790222704410551,35.086561150848866,23842,10969,6076,441425.45988995995,160906.79231613,47299.32307926,2023-05-24T10:10:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:11:00,-15.790117919445038,35.08654514700174,2772,2333,2268,51322.51383336,34223.31538641,17655.50769318,2023-05-24T10:11:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:11:30,-15.789990663528442,35.08635298162699,2082,1565,1285,38547.42922116,22957.34615505,10003.230769725,2023-05-24T10:11:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:12:00,-15.789951086044312,35.08616914600134,5965,4987,5021,110439.6807417,73155.45384999001,39086.553848085,2023-05-24T10:12:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:12:30,-15.79011195898056,35.0860351473093,153788,154480,143670,2847325.6700594397,2266102.7693496,1118415.69236295,2023-05-24T10:12:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:13:00,-15.790242493152618,35.08589731156826,36170,34565,33651,669673.6382946,507041.96156505,261960.092320635,2023-05-24T10:13:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:13:30,-15.79032987356186,35.08572631329298,13331,13788,13913,246818.33763077998,202259.35385676002,108307.353851505,2023-05-24T10:13:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:14:00,-15.790434956550598,35.08558864891529,14412,14980,16666,266832.63685655996,219745.07693460002,129738.40000641001,2023-05-24T10:14:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:14:30,-15.790658712387083,35.0854123160243,1805,1832,1844,33418.8807609,26874.03077064,14354.830769940001,2023-05-24T10:14:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:15:00,-15.790880739688872,35.08525548130274,1790,817,1327,33141.1615302,11984.761539090001,10330.184615895001,2023-05-24T10:15:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:15:30,-15.791079342365263,35.085162825882435,5184,2209,2725,95979.76612992,32404.330770930002,21213.076924125002,2023-05-24T10:15:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:16:00,-15.79114717245102,35.0853903144598,6207,3844,3559,114920.21766365999,56388.523079880004,27705.446155215002,2023-05-24T10:16:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:16:30,-15.791239857673643,35.085624143481255,1186,726,549,21958.33384068,10649.861539020001,4273.753846365,2023-05-24T10:16:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:17:00,-15.791308581829073,35.085816487669945,2384,1227,1411,44138.843065919995,17999.14615479,10984.092308235,2023-05-24T10:17:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:17:30,-15.791419863700868,35.08591564744711,1520,802,1273,28142.215377599998,11764.72307754,9909.815385105001,2023-05-24T10:17:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:18:00,-15.791652798652647,35.08580482006073,2490,2269,2166,46101.3922962,33284.48461713,16861.476923910002,2023-05-24T10:18:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:18:30,-15.791924893856049,35.08571198582649,1886,858,2138,34918.564606679996,12586.200000660001,16643.50769313,2023-05-24T10:18:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:19:00,-15.79212337732315,35.085594311356544,1889,897,1093,34974.10845282,13158.30000069,8508.584615805,2023-05-24T10:19:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:19:30,-15.792307436466215,35.08540281653404,21113,20045,17873,390899.07451794,294044.73078465,139134.430776105,2023-05-24T10:19:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:20:00,-15.792460083961489,35.08521714806557,4070,3453,3358,75354.4845966,50652.85384881,26140.738462830002,2023-05-24T10:20:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:20:30,-15.792598009109495,35.085127986967564,4494,3261,3381,83204.68151771999,47836.36154097,26319.784616685,2023-05-24T10:20:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:21:00,-15.792822182178496,35.08501398563385,5313,4209,3681,98368.15151394,61742.79231093,28655.169232185002,2023-05-24T10:21:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:21:30,-15.793038249015808,35.0848673209548,2473,1587,2009,45786.643834739996,23280.06923199,15639.292308465001,2023-05-24T10:21:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:22:00,-15.793253004550934,35.084686659276485,2244,1251,1576,41546.79691272,18351.20769327,12268.55384676,2023-05-24T10:22:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:22:30,-15.793200850486755,35.08450432121754,2721,1699,1999,50378.268448979994,24923.023078230002,15561.446154615001,2023-05-24T10:22:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:23:00,-15.792960107326508,35.08442832529545,34557,36533,36809,639809.5636866599,535911.00772041,286543.907706465,2023-05-24T10:23:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:23:30,-15.792743682861328,35.08439031243324,20252,20997,21931,374957.99067575997,308009.83847769,170724.400008435,2023-05-24T10:23:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:24:00,-15.792808711528778,35.084440641105175,4062,3027,3549,75206.36767355999,44403.76154079,27627.600001365,2023-05-24T10:24:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:24:30,-15.792836129665377,35.08442214876413,3217,2499,2784,59561.51767746,36658.40769423,21672.369231840003,2023-05-24T10:24:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:25:00,-15.79284691810608,35.08439864963293,2601,1772,2077,48156.51460338,25993.87692444,16168.646154645001,2023-05-24T10:25:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:25:30,-15.79285877943039,35.08436765521765,3181,3230,2159,58894.991523779994,47381.6153871,16806.984616215002,2023-05-24T10:25:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:26:00,-15.792854964733124,35.08439114689827,3431,3429,2929,63523.645368779995,50300.79231033,22801.138462665,2023-05-24T10:26:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:26:30,-15.792857050895693,35.084369488060474,3094,2617,3124,57284.219985719996,38389.37692509,24319.13846274,2023-05-24T10:26:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:27:00,-15.79284530878067,35.08439114689827,2363,2226,1392,43750.03614294,32653.707694020002,10836.184615920001,2023-05-24T10:27:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:27:30,-15.792836785316467,35.084441147744656,2938,967,3329,54395.93998644,14185.14615459,25914.984616665002,2023-05-24T10:27:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:28:00,-15.79273283481598,35.08436615765095,3312,2936,2218,61320.40613855999,43068.86154072,17266.27692393,2023-05-24T10:28:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:28:30,-15.792664229869844,35.08421981334686,6123,3915,2894,113364.98997174,57430.03846455,22528.67692419,2023-05-24T10:28:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:29:00,-15.792826414108276,35.08407982438803,8138,4438,2100,150671.93996244,65102.04615726,16347.692308500002,2023-05-24T10:29:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:29:30,-15.793073654174805,35.08398798108101,2244,2163,2065,41546.79691272,31729.54615551,16075.230770025,2023-05-24T10:29:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:30:00,-15.793316304683684,35.083931140601635,2331,1571,1248,43157.568450779996,23045.36153967,9715.200000480001,2023-05-24T10:30:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:30:30,-15.793575525283812,35.083860486745834,1902,1418,1749,35214.79845276,20800.96923186,13615.292308365,2023-05-24T10:30:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:31:00,-15.793835401535034,35.08383548259735,2678,1952,1655,49582.139987639996,28634.33846304,12883.538462175,2023-05-24T10:31:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:31:30,-15.794068217277529,35.0837696492672,4333,2755,2021,80223.82844154,40413.73077135,15732.707693085002,2023-05-24T10:31:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:32:00,-15.79409909248352,35.0836878195405,12937,6103,4036,239523.57917105997,89526.31538931001,31418.70769386,2023-05-24T10:32:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:32:30,-15.79411494731903,35.08368416130543,32883,22266,13465,608816.0975405399,326625.09232482,104819.84615902501,2023-05-24T10:32:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:33:00,-15.794126868247986,35.08369665592909,13866,8571,3448,256723.65685908,125729.97692967001,26841.35384748,2023-05-24T10:33:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:33:30,-15.794125020503998,35.08371548354626,4314,3019,1744,79872.05074932,44286.407694630005,13576.369231440001,2023-05-24T10:33:30Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,80,2023-05-24,10:34:00,-15.794122517108915,35.083707481622696,3101,2549,1067,57413.82229338,37391.86923273,8306.184615795,2023-05-24T10:34:00Z,weekday,94,2023-05-24,2023-05-24,2023-05-24T09:53:00Z,2023-05-24T11:17:00Z,personal_monitoring,Kacheri,first_half,Informal
MA200-0416,81,2023-05-24,14:09:00,-15.794205844402311,35.08252430707216,3738,3212,2851,69207.63229044,47117.56923324,22193.938462635,2023-05-24T14:09:00Z,weekday,95,2023-05-24,2023-05-24,2023-05-24T14:09:00Z,2023-05-24T15:19:00Z,personal_monitoring,Kacheri,second_half,Informal
MA200-0416,81,2023-05-24,14:09:30,-15.79397451877594,35.08251581341028,3828,3210,2742,70873.94767463999,47088.2307717,21345.41538567,2023-05-24T14:09:30Z,weekday,95,2023-05-24,2023-05-24,2023-05-24T14:09:00Z,2023-05-24T15:19:00Z,personal_monitoring,Kacheri,second_half,Informal
MA200-0416,81,2023-05-24,14:10:00,-15.793732762336733,35.0824843198061,3098,2928,2629,57358.278447239994,42951.50769456,20465.753847165,2023-05-24T14:10:00Z,weekday,95,2023-05-24,2023-05-24,2023-05-24T14:09:00Z,2023-05-24T15:19:00Z,personal_monitoring,Kacheri,second_half,Informal
MA200-0416,81,2023-05-24,14:10:30,-15.793491184711456,35.08251064270735,5983,3769,2899,110772.94381853999,55288.33077213,22567.600001115003,2023-05-24T14:10:30Z,weekday,95,2023-05-24,2023-05-24,2023-05-24T14:09:00Z,2023-05-24T15:19:00Z,personal_monitoring,Kacheri,second_half,Informal
MA200-0416,81,2023-05-24,14:11:01,-15.793250739574432,35.08260880410671,5886,3945,2820,108977.02612668,57870.11538765,21952.615385700003,2023-05-24T14:11:01Z,weekday,95,2023-05-24,2023-05-24,2023-05-24T14:09:00Z,2023-05-24T15:19:00Z,personal_monitoring,Kacheri,second_half,Informal
