serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,settlement_id,time_of_day,type_of_settlement
MA200-0416,79,2023-05-23,14:37:01,-15.743120908737184,35.00854766461998,3758,2569,1897,69577.92459804,37685.25384813,14767.415385345,2023-05-23T14:37:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:37:31,-15.742906033992767,35.008536332286894,3327,2601,1999,61598.12536925999,38154.66923277,15561.446154615001,2023-05-23T14:37:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:38:01,-15.742642760276794,35.00848366506398,2939,2534,1848,54414.45460182,37171.83077118,14385.969231480001,2023-05-23T14:38:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:38:31,-15.742324948310852,35.00849349796772,2543,1734,1710,47082.66691134,25436.44615518,13311.69230835,2023-05-23T14:38:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:39:01,-15.742021560668944,35.00860433187336,4333,3130,2258,80223.82844154,45914.6923101,17577.66153933,2023-05-23T14:39:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:39:31,-15.741966605186462,35.00886483117938,6901,5232,3683,127769.36073737999,76749.41538864,28670.738462955,2023-05-23T14:39:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:40:01,-15.742028534412384,35.009152663871646,2771,2075,1672,51303.999217979996,30438.65384775,13015.876923720001,2023-05-23T14:40:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:40:31,-15.742187440395355,35.009489830583334,2949,1787,1602,54599.60075562,26213.91538599,12470.95384677,2023-05-23T14:40:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:41:01,-15.742336690425873,35.00980683043599,3588,2658,2134,66430.43998344,38990.815386660004,16612.36923159,2023-05-23T14:41:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:41:31,-15.742434084415436,35.010155664756894,5081,4166,2734,94072.76074577999,61112.01538782,21283.138462590003,2023-05-23T14:41:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:42:01,-15.74252861738205,35.010492997244,4572,3208,2596,84648.82151735999,47058.89231016,20208.861539460002,2023-05-23T14:42:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:42:31,-15.742583572864532,35.010800330899656,3274,2401,1640,60616.850754119994,35220.82307877,12766.769231400001,2023-05-23T14:42:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:43:01,-15.742591619491575,35.011146331205964,3796,2512,2096,70281.47998248,36849.10769424,16316.553846960001,2023-05-23T14:43:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:43:31,-15.742594540119171,35.011477331630886,8311,7698,6296,153874.96842318,112923.73846746,49011.93846396,2023-05-23T14:43:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:44:01,-15.742579400539398,35.01182916481048,22337,16466,11177,413560.96374305995,241543.55385882,87008.646158145,2023-05-23T14:44:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:44:31,-15.742589354515076,35.012159664183855,11034,7349,5507,204290.26610292,107804.17692873,42869.876925195,2023-05-23T14:44:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:45:01,-15.742649376392365,35.01245116535574,3756,3061,2445,69540.89536728,44902.51538697,19033.384616325002,2023-05-23T14:45:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:45:31,-15.742880046367643,35.0126663306728,4613,3071,2681,85407.92074793999,45049.20769467,20870.553847185,2023-05-23T14:45:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:46:01,-15.743063867092133,35.01292833313346,6684,4538,3493,123751.68919991999,66568.96923426,27191.661539805,2023-05-23T14:46:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:46:31,-15.74323982000351,35.013252165168524,7157,6123,6321,132509.10227466,89819.70000471,49206.553848585005,2023-05-23T14:46:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:47:01,-15.74343866109848,35.013540998101234,28205,29790,27634,522204.72679289995,436996.3846383,215120.06154909002,2023-05-23T14:47:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:47:31,-15.74354201555252,35.013820498250425,18492,18717,18614,342372.26760695997,274563.99232209,144902.83077639,2023-05-23T14:47:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:48:01,-15.743589460849762,35.01410833187401,21436,15469,15994,396879.29528568,226918.33078113,124507.13846769,2023-05-23T14:48:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:48:31,-15.743571043014526,35.014417165890336,18324,9434,9245,339261.81222311995,138389.52308418,71968.76923432501,2023-05-23T14:48:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:49:01,-15.74354100227356,35.0147266658023,22868,19275,16279,423392.22450983996,282749.42309175,126725.753852415,2023-05-23T14:49:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:49:31,-15.743748307228088,35.01504399906844,6850,6018,6014,126825.11535299999,88279.43077386,46816.676925390006,2023-05-23T14:49:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:50:01,-15.743951439857485,35.01513666473329,3459,2712,1931,64042.05459941999,39782.95384824,15032.092308435002,2023-05-23T14:50:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:50:31,-15.744099855422974,35.01533666532487,3507,2608,2139,64930.75613766,38257.353848160004,16651.292308515,2023-05-23T14:50:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:51:01,-15.744205832481384,35.01556866336614,3013,2411,1824,55784.53613994,35367.515386470004,14199.13846224,2023-05-23T14:51:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:51:31,-15.74436104297638,35.01568349823356,3146,2451,1712,58246.97998547999,35954.28461727,13327.261539120002,2023-05-23T14:51:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:52:01,-15.744529902935028,35.015933664515615,3288,2672,1882,60876.05536943999,39196.18461744,14650.64615457,2023-05-23T14:52:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:52:31,-15.744795560836792,35.01586249656975,3568,2820,1960,66060.14767584,41367.2307714,15257.8461546,2023-05-23T14:52:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:53:01,-15.744982481002808,35.01557699777186,3552,2704,1796,65763.91382976,39665.60000208,13981.16923146,2023-05-23T14:53:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:53:31,-15.745225846767426,35.01538099721074,3313,2610,1976,61338.920753939994,38286.6923097,15382.40000076,2023-05-23T14:53:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:54:01,-15.74544197320938,35.01523049734533,2963,2045,1520,54858.80537094,29998.576924650002,11832.6153852,2023-05-23T14:54:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:54:31,-15.745569884777067,35.015459830872715,3017,2533,1705,55858.59460146,37157.16154041,13272.769231425,2023-05-23T14:54:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:55:01,-15.745502233505247,35.015757163986564,2850,2365,1753,52766.653833,34692.73077105,13646.430769905,2023-05-23T14:55:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:55:31,-15.745529353618622,35.016144663095474,3331,2410,1943,61672.18383078,35352.846155700005,15125.507693055,2023-05-23T14:55:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:56:01,-15.745582938194277,35.016491163522005,16196,15325,10232,299862.71069448,224805.96155025,79652.18461932,2023-05-23T14:56:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:56:31,-15.74558848142624,35.016780162230134,6686,5564,4245,123788.71843067999,81619.60000428,33045.692309325,2023-05-23T14:56:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:57:01,-15.745352983474731,35.016911996528506,5033,3117,3079,93184.05920753999,45723.99231009,23968.830770415003,2023-05-23T14:57:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:57:31,-15.745032012462616,35.01698532886803,9715,7813,5837,179869.48841669998,114610.70000601,45438.800002245,2023-05-23T14:57:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:58:01,-15.744876682758331,35.017132330685854,4210,2881,2452,77946.53074979999,42262.05384837,19087.87692402,2023-05-23T14:58:01Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,79,2023-05-23,14:58:31,-15.744807481765749,35.017377665266395,4109,3029,2573,76076.55459642,44433.10000233,20029.815385605,2023-05-23T14:58:31Z,weekday,93,2023-05-23,2023-05-23,2023-05-23T14:05:00Z,2023-05-23T14:59:00Z,personal_monitoring,Chirimba,second_half,Informal
MA200-0416,83,2023-05-25,09:55:00,-15.828971862792969,35.087503649294376,3131,2002,1751,57969.26075477999,29367.80000154,13630.861539135001,2023-05-25T09:55:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:55:30,-15.8289253115654,35.08750198036432,3170,1872,1816,58691.33075459999,27460.800001440002,14136.861539160001,2023-05-25T09:55:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:56:00,-15.82891482114792,35.08751764893532,3748,2467,2286,69392.77844424,36188.99230959,17795.63077011,2023-05-25T09:56:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:56:30,-15.82890498638153,35.087544813752174,2190,1405,1429,40547.0076822,20610.26923185,11124.215385165,2023-05-25T09:56:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:57:00,-15.829022765159609,35.08765998482704,3346,2320,2517,61949.90306147999,34032.6153864,19593.876924045002,2023-05-25T09:57:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:57:30,-15.829084992408752,35.08772931993008,5502,3216,2546,101867.41382075999,47176.246156320005,19819.630770210002,2023-05-25T09:57:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:58:00,-15.82907211780548,35.08770714700222,2834,1804,1987,52470.419986919995,26463.29230908,15468.030769995,2023-05-25T09:58:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:58:30,-15.829101920127869,35.08774448186159,3432,2069,1936,63542.15998416,30350.638463130002,15071.01538536,2023-05-25T09:58:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:59:00,-15.829133689403534,35.087899811565876,2663,1584,1722,49304.420756939995,23236.061539680002,13405.107692970001,2023-05-25T09:59:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,09:59:30,-15.828978538513184,35.088033989071846,5411,3142,2632,100182.58382117999,46090.72307934,20489.107693320002,2023-05-25T09:59:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:00:00,-15.828811347484589,35.08819581568241,3656,2231,2253,67689.43382928,32727.05384787,17538.738462405,2023-05-25T10:00:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:00:30,-15.828621983528135,35.08834598958492,3700,2445,2163,68504.076906,35866.269232650004,16838.123077755,2023-05-25T10:00:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:01:00,-15.828429996967316,35.088564306497574,5686,5206,5291,105274.10305067999,76368.01538862,41188.400002035,2023-05-25T10:01:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:01:30,-15.82822734117508,35.08876197785139,10649,10696,10441,197162.13918161998,156902.09231592002,81279.169234785,2023-05-25T10:01:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:02:00,-15.828146874904633,35.08885999023914,14073,14518,14631,260556.18224273997,212967.89231886002,113896.70769793501,2023-05-25T10:02:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:02:30,-15.82812201976776,35.08892580866814,4873,4316,4732,90221.72074674,63312.40000332,36836.800001820004,2023-05-25T10:02:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:03:00,-15.827991366386414,35.08904181420803,3807,3400,3569,70485.14075166,49875.384618000004,27783.292309065,2023-05-25T10:03:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:03:30,-15.827931821346285,35.08929415047169,2784,2171,2473,51544.68921791999,31846.90000167,19251.353847105,2023-05-25T10:03:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:04:00,-15.827701568603516,35.08931715041399,2824,2236,2534,52285.273833119994,32800.40000172,19726.21538559,2023-05-25T10:04:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:04:30,-15.827485024929048,35.08943781256676,10361,11535,11252,191829.92995217998,169209.57693195,87592.49231202001,2023-05-25T10:04:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:05:00,-15.827486157417296,35.0897651463747,42654,48997,47651,789722.4044185199,718748.30003769,370944.70771063503,2023-05-25T10:05:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:05:30,-15.82750391960144,35.08993647247553,104296,114407,117067,1931000.3256724798,1678262.68470339,911321.569275795,2023-05-25T10:05:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:06:00,-15.8275209069252,35.09012131392956,6407,5977,7717,118623.14073966,87677.99231229,60073.876926045006,2023-05-25T10:06:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:06:30,-15.827370703220367,35.09004832059145,1310,267,1287,24254.1461478,3916.6846155900002,10018.800000495,2023-05-25T10:06:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:07:00,-15.827251195907593,35.090066477656364,121924,136384,121763,2257375.9655911196,2000648.36933568,947878.1231237551,2023-05-25T10:07:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:07:30,-15.827184736728668,35.08993147313595,459137,509940,485892,8500744.961727059,7480427.5388538,3782482.3386484203,2023-05-25T10:07:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:08:00,-15.827006042003632,35.08991830796003,61103,66680,63675,1131298.5435641399,978144.3077436,495685.38463987503,2023-05-25T10:08:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:08:30,-15.826765298843384,35.08978180587292,4312,3428,3362,79835.02151856,50286.12307956,26171.87692437,2023-05-25T10:08:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:09:00,-15.826556146144869,35.0896333232522,9621,6219,3994,178129.11457098,91227.94615863,31091.75384769,2023-05-25T10:09:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:09:30,-15.826340854167938,35.08950614929199,9145,5608,3396,169316.15765009998,82265.04615816,26436.55384746,2023-05-25T10:09:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:10:00,-15.826065003871918,35.089313477277756,3945,1693,1680,73040.15767409999,24835.00769361,13078.1538468,2023-05-25T10:10:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:10:30,-15.825927555561066,35.08905132114887,4427,2521,1470,81964.20228725999,36981.13077117,11443.38461595,2023-05-25T10:10:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:11:00,-15.825746834278108,35.088763147592545,3998,2557,1539,74021.43228924,37509.22307889,11980.523077515001,2023-05-25T10:11:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:11:30,-15.82560908794403,35.0886053070426,6765,3543,1850,125251.37304569999,51973.08461811,14401.53846225,2023-05-25T10:11:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:12:00,-15.825417816638948,35.0884714871645,7038,3520,1740,130305.86304443999,51635.6923104,13545.230769900001,2023-05-25T10:12:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:12:30,-15.825362384319304,35.088685147464275,3814,2737,1823,70614.74305932,40149.68461749,14191.353846855001,2023-05-25T10:12:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:13:00,-15.825329422950745,35.088954992592335,2872,1801,1168,53173.97537135999,26419.28461677,9092.43076968,2023-05-25T10:13:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:13:30,-15.825043439865112,35.08895332366228,2438,1197,1722,45138.632296439995,17559.069231690002,13405.107692970001,2023-05-25T10:13:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:14:00,-15.82474285364151,35.0889778137207,2431,1292,284,45009.02998878,18952.64615484,2210.83076934,2023-05-25T10:14:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:14:30,-15.824377834796906,35.08896864205599,4961,3262,2216,91851.00690018,47851.03077174,17250.707693160002,2023-05-25T10:14:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:15:00,-15.82413214445114,35.08891896903515,4020,2834,1919,74428.7538276,41572.60000218,14938.676923815001,2023-05-25T10:15:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:15:30,-15.823803663253784,35.08888831734657,2339,1666,1720,43305.68537381999,24438.938462820002,13389.5384622,2023-05-25T10:15:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:16:00,-15.823576986789703,35.08868748694658,2928,1328,1461,54210.793832639996,19480.73846256,11373.323077485,2023-05-25T10:16:00Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
MA200-0416,83,2023-05-25,10:16:30,-15.823669493198397,35.08837531507015,3223,1455,911,59672.60536974,21343.73077035,7091.784615735,2023-05-25T10:16:30Z,weekday,96,2023-05-25,2023-05-25,2023-05-25T09:55:00Z,2023-05-25T11:01:00Z,personal_monitoring,Bangwe,first_half,Informal
