serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,main_exp
MA200-0416,58,2023-05-07,08:55:04,-15.787494838237762,35.03578732535243,2636,1950,972,48804.52614168,28605.0000015,7566.64615422,2023-05-07T08:55:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:55:34,-15.787308394908903,35.03529715910554,2598,1786,1063,48100.97075723999,26199.24615522,8275.046154255,2023-05-07T08:55:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:56:04,-15.786872327327728,35.034252159297466,3129,1703,1003,57932.23152402,24981.70000131,7807.969231155001,2023-05-07T08:56:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:56:34,-15.786661028862,35.0333711579442,2376,1869,629,43990.72614288,27416.79230913,4896.523077165,2023-05-07T08:56:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:57:04,-15.786482691764832,35.03215266019106,2670,1665,1422,49434.0230646,24424.26923205,11069.72307747,2023-05-07T08:57:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:57:34,-15.785895347595217,35.032605327665806,2341,1651,474,43342.71460458,24218.90000127,3689.90769249,2023-05-07T08:57:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:58:04,-15.786049902439116,35.03375666216016,3246,2374,476,60098.441523479996,34824.75384798,3705.47692326,2023-05-07T08:58:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:58:34,-15.786469221115112,35.034881327301264,2370,1689,1356,43879.638450599996,24776.33077053,10555.938462060001,2023-05-07T08:58:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:59:04,-15.786706149578094,35.03583665937185,3941,2160,916,72966.09921258,31685.538463200002,7130.70769266,2023-05-07T08:59:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,08:59:34,-15.7857466340065,35.03601699322462,3487,2499,1807,64560.46383006,36658.40769423,14066.800000695,2023-05-07T08:59:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:00:04,-15.784956693649292,35.03523916006088,2565,1685,958,47489.988449699995,24717.65384745,7457.661538830001,2023-05-07T09:00:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:00:34,-15.78436839580536,35.0351098254323,2912,1949,740,53914.559986559994,28590.33077073,5760.6153849,2023-05-07T09:00:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:01:04,-15.7839475274086,35.034778993576765,8050,7722,6087,149042.65380899998,113275.80000594001,47384.953848495,2023-05-07T09:01:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:01:34,-15.784948587417604,35.03370966017246,5166,4164,2640,95646.50305308,61082.67692628,20551.384616400002,2023-05-07T09:01:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:02:04,-15.785392820835114,35.03395149856806,2584,1986,1759,47841.766141919994,29133.09230922,13693.138462215,2023-05-07T09:02:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:02:34,-15.785755693912506,35.0351823233068,2480,2029,1271,45916.2461424,29763.869232330002,9894.246154335,2023-05-07T09:02:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:03:04,-15.785815834999084,35.03613032400608,3507,2169,917,64930.75613766,31817.561540130002,7138.492308045001,2023-05-07T09:03:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:03:34,-15.785637736320496,35.03666999191046,5852,4596,2692,108347.52920375999,67419.78461892,20956.18461642,2023-05-07T09:03:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:04:04,-15.785623371601105,35.03668015822768,15781,11115,6402,292179.14531178,163048.50000855,49837.107694770006,2023-05-07T09:04:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:04:34,-15.785613000392914,35.03667216002941,5920,4350,2844,109606.52304959999,63811.1538495,22139.44615494,2023-05-07T09:04:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:05:04,-15.785616278648376,35.036685325205326,45155,21082,9072,836027.4574838999,309256.72309314,70622.03077272,2023-05-07T09:05:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:05:34,-15.785623013973236,35.03670232370496,19981,12445,6658,369940.52990778,182558.57693265,51829.969233330004,2023-05-07T09:05:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:06:04,-15.785618722438812,35.03670532256365,15764,9042,2876,291864.39685032,132639.18462234,22388.553847260002,2023-05-07T09:06:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:06:34,-15.785609900951384,35.03668932616711,30781,16459,7320,569898.37601178,241440.86924343,56983.384618200005,2023-05-07T09:06:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:07:04,-15.785603821277618,35.036666322499514,17380,9932,3934,321784.0153044,145694.80000764,30624.676924590003,2023-05-07T09:07:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:07:34,-15.785454034805298,35.03683865815401,8470,4884,2144,156818.7922686,71644.52308068,16690.215385440002,2023-05-07T09:07:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:08:04,-15.784841179847716,35.03683248907328,2424,2176,1425,44879.427681119996,31920.246155520003,11093.076923625,2023-05-07T09:08:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:08:34,-15.784388244152067,35.036384992301464,3041,2453,1650,56302.94537058,35983.62307881,12844.615385250001,2023-05-07T09:08:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:09:04,-15.78382670879364,35.03579032421112,3163,2423,1750,58561.72844694,35543.54615571,13623.07692375,2023-05-07T09:09:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:09:34,-15.783549964427948,35.03550016134977,2272,1645,1180,42065.206143359996,24130.88461665,9185.846154300001,2023-05-07T09:09:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:10:04,-15.782945215702057,35.035825323313475,1667,1639,373,30863.863838459998,24042.86923203,2903.6615386050003,2023-05-07T09:10:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:10:34,-15.78223603963852,35.03657015413046,2202,1785,672,40769.18306675999,26184.57692445,5231.26153872,2023-05-07T09:10:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:11:04,-15.782200038433077,35.03719399124384,4976,2512,1355,92128.72613088,36849.10769424,10548.153846675,2023-05-07T09:11:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:11:34,-15.782690465450289,35.03787065297365,1692,1203,573,31326.72922296,17647.08461631,4460.584615605,2023-05-07T09:11:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:12:04,-15.782608687877657,35.03879299387336,2616,1459,1150,48434.23383408,21402.40769343,8952.30769275,2023-05-07T09:12:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:12:34,-15.781453371047974,35.038844492286444,17526,16785,13996,324487.14914988,246223.03847445,108953.47692846,2023-05-07T09:12:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:13:04,-15.78009158372879,35.03913049399853,5713,4300,2505,105773.99766594,63077.692311,19500.461539425,2023-05-07T09:13:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:13:34,-15.779033362865448,35.038892824202776,8042,7214,5974,148894.53688596,105823.83077478,46505.29230999,2023-05-07T09:13:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:14:04,-15.77830135822296,35.03821548447013,19723,19308,17126,365163.75913973997,283233.50770716,133319.32308351,2023-05-07T09:14:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:14:34,-15.777894079685211,35.0376249961555,8833,8334,5966,163539.59765153998,122253.36923718,46443.01538691,2023-05-07T09:14:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:15:04,-15.778081834316254,35.03692615777254,45161,38137,27336,836138.54517618,559440.45387549,212800.24616436,2023-05-07T09:15:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:15:34,-15.778419494628906,35.035511665046215,9124,7409,5377,168927.35072711998,108684.33077493,41857.876925145,2023-05-07T09:15:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:16:04,-15.778761088848114,35.0339919924736,6282,3893,2419,116308.81381715999,57107.315387610004,18830.984616315,2023-05-07T09:16:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:16:34,-15.779095113277435,35.03247433155775,3845,3204,1266,71188.6961361,47000.21538708,9855.323077410001,2023-05-07T09:16:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:17:04,-15.77952605485916,35.03081833012402,2992,2163,2066,55395.72921696,31729.54615551,16083.01538541,2023-05-07T09:17:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:17:34,-15.78017556667328,35.02935182675719,4589,3066,1869,84963.56997882,44975.86154082,14549.446154565001,2023-05-07T09:17:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:18:04,-15.78113329410553,35.028278494253755,4321,2636,2122,80001.65305698,38668.09230972,16518.953846970002,2023-05-07T09:18:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:18:34,-15.78210461139679,35.02724132873118,2495,2320,606,46193.9653731,34032.6153864,4717.4769233100005,2023-05-07T09:18:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:19:04,-15.783228516578674,35.0260991640389,2326,1507,1251,43064.995373879996,22106.53077039,9738.553846635,2023-05-07T09:19:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:19:34,-15.784377872943878,35.02516549639404,3952,2495,1047,73169.75998176,36599.73077115,8150.492308095,2023-05-07T09:19:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:20:04,-15.785049498081207,35.025314996019006,4936,4071,3340,91388.14151567999,59718.43846467,26000.6153859,2023-05-07T09:20:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:20:34,-15.78563803434372,35.02681549452245,4763,5376,4390,88185.11305494,78861.78461952,34174.461540150005,2023-05-07T09:20:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:21:04,-15.78629618883133,35.0284429974854,6314,5574,4342,116901.28150931999,81766.29231198,33800.80000167,2023-05-07T09:21:04Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:21:34,-15.78628706932068,35.02964732609689,5249,5390,3792,97183.21612961999,79067.1538503,29519.26153992,2023-05-07T09:21:34Z,weekend,25,2023-05-07,2023-05-07,2023-05-07T08:55:00Z,2023-05-07T09:22:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:27:04,-15.777711868286133,35.02352699637413,4339,4296,4499,80334.91613381999,63019.01538792,35022.984617115,2023-05-07T09:27:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:27:34,-15.77734112739563,35.022654162719846,6549,6549,5324,121252.21612361999,96068.79231273,41445.292309740005,2023-05-07T09:27:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:28:04,-15.776833891868591,35.021368162706494,4659,4278,3712,86259.59305541999,62754.96923406,28896.49230912,2023-05-07T09:28:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:28:34,-15.776444494724274,35.020738661289215,3370,3401,2564,62394.2538306,49890.05384877,19959.75384714,2023-05-07T09:28:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:29:04,-15.77578341960907,35.01988799311221,2621,2276,2173,48526.80691098,33387.16923252,16915.969231605002,2023-05-07T09:29:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:29:34,-15.774958848953249,35.018608493730426,2000,1693,1548,37029.23076,24835.00769361,12050.58461598,2023-05-07T09:29:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:30:04,-15.773611307144163,35.01840099692345,2163,1832,980,40047.11306693999,26874.03077064,7628.9230773,2023-05-07T09:30:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:30:34,-15.773459553718569,35.01733999885619,1496,1291,435,27697.86460848,18937.97692407,3386.3076924750003,2023-05-07T09:30:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:31:04,-15.773823976516724,35.015954999253154,1811,1439,1364,33529.968453179994,21109.02307803,10618.21538514,2023-05-07T09:31:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:31:34,-15.774662375450134,35.014586666598916,1710,1516,794,31659.992299799997,22238.55384732,6180.98461569,2023-05-07T09:31:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:32:04,-15.7734934091568,35.01383299846202,2117,1653,1088,39195.44075946,24248.23846281,8469.66153888,2023-05-07T09:32:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:32:34,-15.772081971168518,35.013454999774694,1227,1383,944,22717.43307126,20287.54615491,7348.676923440001,2023-05-07T09:32:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:33:04,-15.771062672138214,35.014075498096645,1547,1363,832,28642.109992859998,19994.16153951,6476.80000032,2023-05-07T09:33:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:33:34,-15.771459877490996,35.01553416438401,1655,1017,810,30641.6884539,14918.60769309,6305.53846185,2023-05-07T09:33:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:34:04,-15.771542370319366,35.01669466495514,1440,1088,969,26661.0461472,15960.123077760001,7543.292308065001,2023-05-07T09:34:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:34:34,-15.77156275510788,35.01758216135204,1712,1198,95,31697.021530559996,17573.73846246,739.538461575,2023-05-07T09:34:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:35:04,-15.771559119224548,35.01870166324079,1764,1273,1544,32659.781530319997,18673.93077021,12019.44615444,2023-05-07T09:35:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:35:34,-15.771551847457886,35.01965582743287,2307,1786,957,42713.21768166,26199.24615522,7449.876923445,2023-05-07T09:35:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:36:04,-15.772555351257324,35.0197114944458,2035,1053,612,37677.2422983,15446.70000081,4764.18461562,2023-05-07T09:36:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:36:34,-15.772811591625214,35.020035995170474,1483,1967,1324,27457.174608539997,28854.37692459,10306.830769740001,2023-05-07T09:36:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:37:04,-15.772810757160189,35.020075829699636,2832,2682,538,52433.39075616,39342.87692514,4188.123077130001,2023-05-07T09:37:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:37:34,-15.773150086402891,35.021098328754306,1808,1185,630,33474.42460704,17383.03846245,4904.30769255,2023-05-07T09:37:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:38:04,-15.773952722549438,35.02221133187413,1386,1309,676,25661.25691668,19202.02307793,5262.4000002600005,2023-05-07T09:38:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:38:34,-15.77525669336319,35.02231966331601,950,849,1197,17588.884610999998,12454.17692373,9318.184615845,2023-05-07T09:38:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:39:04,-15.776501417160034,35.02169066295028,2338,2092,1534,43287.17075844,30688.03077084,11941.60000059,2023-05-07T09:39:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:39:34,-15.77719360589981,35.02240599505603,2133,1701,1757,39491.67460554,24952.36153977,13677.569231445,2023-05-07T09:39:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:40:04,-15.777617752552032,35.0234264973551,4577,4181,3348,84741.39459426,61332.05384937,26062.89230898,2023-05-07T09:40:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:40:34,-15.776355743408203,35.02338449843228,5443,5578,4588,100775.05151333999,81824.96923506001,35715.81538638,2023-05-07T09:40:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:41:04,-15.774839639663696,35.02364283055067,106691,111674,105631,1975342.8295075798,1638171.67700898,822296.7077329351,2023-05-07T09:41:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:41:34,-15.773148000240326,35.02438999526203,47036,48093,46114,870853.44901368,705487.31542161,358979.75386389,2023-05-07T09:41:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:42:04,-15.77170079946518,35.0251353289932,3700,3659,2723,68504.076906,53674.71538743,21197.507693355,2023-05-07T09:42:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:42:34,-15.770236015319824,35.02589316107333,3645,3162,1938,67485.7730601,46384.10769474,15086.584616130001,2023-05-07T09:42:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:43:04,-15.768749117851256,35.026783829554915,6933,6779,6063,128361.82842954,99442.71538983,47198.123079255005,2023-05-07T09:43:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:43:34,-15.767330050468445,35.027607161551714,14050,14335,14287,260130.34608899997,210283.42308795,111218.80000549501,2023-05-07T09:43:34Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
MA200-0416,58,2023-05-07,09:44:04,-15.76567965745926,35.02799316123128,30729,33295,33494,568935.6160120199,488412.03848715004,260737.90770519,2023-05-07T09:44:04Z,weekend,26,2023-05-07,2023-05-07,2023-05-07T09:27:00Z,2023-05-07T10:00:00Z,mobile_monitoring,mobile_monitoring_1
