serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,emission_source
MA200-0416,74,2023-05-16,16:59:30,-15.802902042865751,35.018759828060865,443154,260559,164890,8204825.86410852,3822200.10020043,1283605.23083265,2023-05-16T16:59:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:00:00,-15.802898645401,35.018744664266706,210422,137354,88891,3895882.39749036,2014877.52318258,691982.246188035,2023-05-16T17:00:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:00:30,-15.80288577079773,35.018733996897936,734252,520106,293355,13594393.371995758,7629554.938861621,2283655.8462666753,2023-05-16T17:00:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:01:00,-15.802880346775057,35.018719494342804,671815,465730,265236,12438396.3315147,6831900.846512101,2064760.2462558602,2023-05-16T17:01:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:01:30,-15.802890360355375,35.01872466132045,45410,36755,24193,840748.6844058,539167.57695135,188333.200009305,2023-05-16T17:01:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:02:00,-15.80288988351822,35.01872049458325,1112057,700612,365036,20589307.635636657,10277439.10823124,2841664.86167886,2023-05-16T17:02:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:02:30,-15.80288189649582,35.01872316002846,485521,327615,186089,8989234.57391298,4805860.03871355,1448631.2923792652,2023-05-16T17:02:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:03:00,-15.802890539169312,35.018721329048276,109121,83208,51892,2020333.3448809797,1220597.35391016,403959.26155842,2023-05-16T17:03:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:03:30,-15.80288392305374,35.018719494342804,312107,242428,146488,5778541.06240566,3556232.27710956,1140352.73851788,2023-05-16T17:03:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:04:00,-15.802871584892271,35.018691493198276,593808,495115,328677,10994126.72956704,7262956.19268855,2558624.0308956453,2023-05-16T17:04:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:04:30,-15.80287492275238,35.01870299503207,174908,152747,102040,3238354.34688504,2240680.9924251903,794342.1538854,2023-05-16T17:04:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:05:00,-15.802879095077516,35.01871233060956,0,0,0,0,0,0,2023-05-16T17:05:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:06:00,-15.802890837192535,35.018724327906966,157011,134101,98003,2906998.27542918,1967158.51548777,762915.661576155,2023-05-16T17:06:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:06:30,-15.80288451910019,35.018707329407334,121125,99513,81348,2242582.7879025,1459779.1616150101,633262.89233898,2023-05-16T17:06:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:07:00,-15.802888035774233,35.018705328926444,389926,301486,192278,7219329.916661879,4422567.70792422,1496810.27699703,2023-05-16T17:07:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:07:30,-15.80288451910019,35.01871282979846,495835,384204,248480,9180194.316942299,5635977.13875708,1934321.2308648,2023-05-16T17:07:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:08:00,-15.802877724170685,35.018710328266025,394191,320910,216929,7298294.75125758,4707502.8464007005,1688708.830852665,2023-05-16T17:08:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:08:30,-15.802882373332976,35.01871449500322,697383,593758,421939,12911778.01755054,8709973.12353366,3284632.830931515,2023-05-16T17:08:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:09:00,-15.802890539169312,35.01872566156089,131599,112271,81605,2436504.86939262,1646929.2077786701,635263.538492925,2023-05-16T17:09:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:09:30,-15.802894711494446,35.01875516213477,273131,219085,150796,5056915.41335478,3213808.42324545,1173888.86159646,2023-05-16T17:09:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:10:00,-15.80290287733078,35.01877132803202,638054,472507,311305,11813324.40167052,6931314.22344039,2423389.692427425,2023-05-16T17:10:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:10:30,-15.802895545959473,35.01875933073461,744201,605345,419366,13778595.28041138,8879945.50046565,3264603.01554591,2023-05-16T17:10:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:11:00,-15.80288702249527,35.0187403280288,0,0,0,0,0,0,2023-05-16T17:11:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:12:00,-15.802886068820952,35.018731493502855,1877911,1445632,831039,34768799.88287118,21206309.416496642,6469318.984935015,2023-05-16T17:12:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:12:30,-15.8028764128685,35.018723994493484,800768,621162,369409,14825911.528611839,9111968.72355474,2875706.9847574653,2023-05-16T17:12:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:13:00,-15.802882492542269,35.01872466132045,424779,323784,191498,7864619.80650102,4749662.21563368,1490738.2769967301,2023-05-16T17:13:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:13:30,-15.802884101867676,35.01873433031142,656481,494370,288222,12154493.219277779,7252027.6157649,2243697.41549547,2023-05-16T17:13:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:14:00,-15.802894234657288,35.01873532682657,845080,641181,371256,15646331.165330399,9405632.05433937,2890085.16937356,2023-05-16T17:14:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:14:30,-15.80289191007614,35.018735660240054,363874,290310,177504,6736987.15678212,4258624.3848387,1381800.3692990402,2023-05-16T17:14:30Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,74,2023-05-16,17:15:00,-15.802896678447723,35.01873699389398,312337,240688,146747,5782799.4239430595,3530707.8155697603,1142368.953902595,2023-05-16T17:15:00Z,weekday,121,2023-05-16,2023-05-16,2023-05-16T16:55:00Z,2023-05-16T17:15:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:20:00,-15.802912175655363,35.01884249597788,256287,180805,108157,4745055.23189406,2652270.26936985,841960.6461954451,2023-05-25T08:20:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:20:30,-15.802911043167114,35.01884282939136,340670,244477,152673,6307374.0215046,3586289.53095729,1188500.584674105,2023-05-25T08:20:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:21:00,-15.802915513515472,35.01884032972157,349910,241574,143471,6478449.0676158,3543704.75403198,1116866.553901335,2023-05-25T08:21:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:21:30,-15.802907526493073,35.01882099546492,133390,95440,60107,2469664.5455381996,1400031.3846888,467909.876946195,2023-05-25T08:21:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:22:00,-15.80290824174881,35.01883349567652,170939,128605,80441,3164869.83844182,1886536.42317585,626202.246184785,2023-05-25T08:22:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:22:30,-15.802916169166563,35.01884966343641,595686,465826,307944,11028897.17725068,6833309.092666021,2397225.60011844,2023-05-25T08:22:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:23:00,-15.80292522907257,35.018854996189475,43360,38470,32732,802793.7228768,564325.3077219,254806.03078182,2023-05-25T08:23:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:23:30,-15.802924931049349,35.01882566139102,2131,5336,7221,39454.64537478,78275.01538872,56212.707695085,2023-05-25T08:23:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:24:00,-15.802921533584597,35.01881432719529,50353,38769,26207,932266.4282291399,568711.4077221301,204011.415394695,2023-05-25T08:24:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:24:30,-15.802932798862455,35.018832828849554,279686,186649,107433,5178278.71717068,2737997.25398973,836324.584656705,2023-05-25T08:24:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:25:00,-15.802933871746063,35.01883249543607,236214,160385,97986,4373411.35737132,2352724.57704645,762783.32311461,2023-05-25T08:25:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:25:30,-15.802927553653715,35.018820160999894,35526,27267,20372,657750.2259898799,399985.91540559,158588.18462322,2023-05-25T08:25:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:26:00,-15.802928864955902,35.01882899552584,99462,62925,39054,1841500.67492556,923061.34620225,304020.36924579,2023-05-25T08:26:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:26:30,-15.802928566932678,35.01882882975042,103632,69853,40894,1918706.6210601598,1024689.7769768101,318344.06155419,2023-05-25T08:26:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:27:00,-15.802934885025024,35.0188306607306,44779,36638,27942,829065.9621010199,537451.27695126,217517.72308767002,2023-05-25T08:27:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:27:30,-15.8029403090477,35.01883349567652,72090,62358,48012,1334718.6227441998,914743.89235566,373754.95386462,2023-05-25T08:27:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:28:00,-15.802943229675291,35.018831826746464,119215,87090,55755,2207219.8725266997,1277543.3077593,434031.23079067504,2023-05-25T08:28:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:28:30,-15.80294156074524,35.01883783005178,101706,69542,42124,1883047.4718382799,1020127.6462073401,327919.13847774,2023-05-25T08:28:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:29:00,-15.802946150302889,35.01884282939136,129568,76382,43792,2398901.68555584,1120465.18467414,340903.87693992,2023-05-25T08:29:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:29:30,-15.802948653697968,35.01884233020246,0,0,0,0,0,0,2023-05-25T08:29:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:30:30,-15.80295330286026,35.01884749531746,81887,56951,33392,1516106.3096220598,835427.36158227,259943.87693592,2023-05-25T08:30:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:31:00,-15.80295193195343,35.018846828490496,107658,84283,48821,1993246.4625800399,1236366.77698791,380052.70771108504,2023-05-25T08:31:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:31:30,-15.80295842885971,35.01884516328573,180411,112792,76689,3340240.2753211795,1654571.87700984,596994.369260265,2023-05-25T08:31:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:32:00,-15.802958905696867,35.01884516328573,237285,140549,96519,4393240.5104433,2061745.71549273,751363.292344815,2023-05-25T08:32:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:32:30,-15.802956223487854,35.01884633116424,99713,63366,52323,1846147.84338594,929530.47697182,407314.430789355,2023-05-25T08:32:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:33:00,-15.802949011325836,35.01884516328573,44668,26654,23188,827010.83979384,390993.67694358004,180509.66154738,2023-05-25T08:33:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:33:30,-15.802944719791412,35.01883966289461,82046,46302,22977,1519050.1334674798,679214.72311254,178867.107701145,2023-05-25T08:33:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:34:00,-15.802959263324738,35.01884616352618,6529,5327,3404,120881.92381601999,78142.99231179,26498.83077054,2023-05-25T08:34:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:34:30,-15.802962064743042,35.01884199492633,41156,23924,13252,761987.51057928,350946.67694148,103161.72308202,2023-05-25T08:34:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:35:00,-15.802955389022827,35.01883199438453,319840,153213,72822,5921714.5831392,2247516.8539640103,566891.26156647,2023-05-25T08:35:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:35:30,-15.802955031394958,35.018834829330444,287296,140138,65958,5319174.94021248,2055716.66164626,513457.66156383004,2023-05-25T08:35:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:36:00,-15.802956998348236,35.01883899606764,294148,144717,66743,5446037.08479624,2122887.0693420903,519568.58464105503,2023-05-25T08:36:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:36:30,-15.80295741558075,35.018846495077014,54072,33619,17634,1001122.28282736,493164.86925663,137273.90769909002,2023-05-25T08:36:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:37:00,-15.802956223487854,35.01884566433728,263169,145053,72227,4872472.8149392195,2127815.93088081,562259.415412395,2023-05-25T08:37:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:37:30,-15.802956700325012,35.018850496038795,214055,143500,83986,3963145.9951659,2105034.615495,653798.70772461,2023-05-25T08:37:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:38:00,-15.802946150302889,35.01884032972157,217741,146227,86523,4031390.8674565796,2145037.60780479,673548.2769563551,2023-05-25T08:38:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:38:30,-15.802954912185667,35.018848495557904,123242,102728,70422,2281778.22866196,1506940.73854056,548208.18464247,2023-05-25T08:38:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:39:00,-15.80294817686081,35.018834330141544,83186,69277,48132,1540156.7950006798,1016240.30005329,374689.10771082004,2023-05-25T08:39:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:39:30,-15.802942395210266,35.018831826746464,8863,15287,12854,164095.03611294,224248.53078099,100063.44615879,2023-05-25T08:39:30Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,82,2023-05-25,08:40:00,-15.802942395210266,35.01882149465382,65614,60753,41401,1214817.9735433199,891199.77696981,322290.861554385,2023-05-25T08:40:00Z,weekday,123,2023-05-25,2023-05-25,2023-05-25T08:20:00Z,2023-05-25T08:40:00Z,cooking,Wood
MA200-0416,84,2023-05-25,16:35:01,-15.79578012228012,35.003012666711584,928766,672079,462904,17195745.268021077,9858881.94667083,3603529.60017804,2023-05-25T16:35:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:35:31,-15.795789122581482,35.0030136667192,627645,427076,282669,11620605.770180099,6264876.40032852,2200469.446262565,2023-05-25T16:35:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:36:01,-15.79577773809433,35.003004166530445,625110,457049,341336,11573671.2201918,6704557.25419773,2657169.4770543603,2023-05-25T16:36:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:36:31,-15.79580581188202,35.00297999987379,705488,560329,400926,13061838.975205438,8219595.40812333,3121054.70784651,2023-05-25T16:36:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:37:01,-15.79580855369568,35.00296766636893,0,0,0,0,0,0,2023-05-25T16:37:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:38:01,-15.795789659023283,35.00294416653924,1244996,663436,393377,23050622.08963848,9732095.78512572,3062288.646305145,2023-05-25T16:38:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:38:31,-15.79579108953476,35.00293099973351,726574,392009,245370,13452238.155108118,5750470.48491693,1910111.07701745,2023-05-25T16:38:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:39:01,-15.795789122581482,35.00294466642663,336013,140553,66406,6221151.457679939,2061804.3924158101,516945.16925631004,2023-05-25T16:39:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:39:31,-15.79578584432602,35.00297416630201,14483,14193,6266,268147.17454854,208200.39231861001,48778.40000241,2023-05-25T16:39:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:40:01,-15.79580968618393,35.00297549972311,36904,23099,9891,683263.3659835199,338844.56155623,76997.63077303501,2023-05-25T16:40:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:40:31,-15.795823156833649,35.002943666419014,793713,231296,109493,14695290.91710594,3392934.4001779202,852360.892349805,2023-05-25T16:40:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:41:01,-15.795821130275726,35.002921666484326,290077,85142,35761,5370664.08558426,1248967.64621934,278385.630782985,2023-05-25T16:41:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:41:31,-15.79582279920578,35.00291566620581,51475,21892,5875,953039.8266855,321138.80001684,45734.615386875004,2023-05-25T16:41:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:42:01,-15.79583340883255,35.002921666484326,45498,18037,6213,842377.97055924,264588.91539849003,48365.815387005,2023-05-25T16:42:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:42:31,-15.795828521251678,35.002921166364104,123047,39339,17032,2278167.87866286,577072.86926103,132587.56923732001,2023-05-25T16:42:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:43:01,-15.79583865404129,35.00292433309369,567867,152083,69353,10513839.091994459,2230940.62319391,539886.4307959051,2023-05-25T16:43:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:43:31,-15.79583889245987,35.002923666499555,331016,86622,37555,6128633.924626079,1270678.10775894,292351.23078367504,2023-05-25T16:43:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:44:01,-15.795856654644012,35.002941499697044,127163,39998,15950,2354374.03556694,586739.89233846,124164.61539075001,2023-05-25T16:44:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:44:31,-15.795858561992643,35.00293766637333,73411,26576,9528,1359176.42966118,389849.47694352,74171.81538828001,2023-05-25T16:44:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:45:01,-15.795863509178162,35.00293766637333,109907,36019,15059,2034885.83256966,528371.0231046301,117228.52308271501,2023-05-25T16:45:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:45:31,-15.795863330364227,35.002937332959846,100871,32826,15340,1867587.7679959799,481532.16925602,119416.0000059,2023-05-25T16:45:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:46:01,-15.795869708061218,35.00293599953875,93723,31409,12724,1735245.2972597398,460745.86925493,99051.44615874,2023-05-25T16:46:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:46:31,-15.79587298631668,35.00293649965897,121037,37174,14859,2240953.5017490597,545313.98464398,115671.60000571501,2023-05-25T16:46:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:47:01,-15.795874655246736,35.00294016650878,114775,35320,13218,2125014.9802395,518117.2307964,102897.04615893001,2023-05-25T16:47:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:47:31,-15.79587072134018,35.00293549965136,149827,45342,16718,2773989.27853926,665132.26157334,130143.20000643001,2023-05-25T16:47:31Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
MA200-0416,84,2023-05-25,16:48:01,-15.7958744764328,35.002950000111014,0,0,0,0,0,0,2023-05-25T16:48:01Z,weekday,97,2023-05-25,2023-05-25,2023-05-25T16:35:00Z,2023-05-25T16:55:00Z,waste_burning,Garden waste
